#    s        x        y     Ue/Vinf    Dstar     Theta      Cf       H
   0.00000  1.00000  0.00126  1.02880  0.054326  0.005757 -0.000180     9.436
   0.00630  0.99392  0.00292  1.03421  0.053534  0.005416 -0.000191     9.883
   0.01727  0.98333  0.00577  1.04430  0.052088  0.004804 -0.000215    10.842
   0.03004  0.97098  0.00904  1.05748  0.050393  0.004050 -0.000246    12.441
   0.04430  0.95718  0.01262  1.07488  0.048432  0.003122 -0.000254    15.513
   0.05958  0.94237  0.01638  1.08970  0.046461  0.002398 -0.000431    19.375
   0.07546  0.92696  0.02021  1.08980  0.044851  0.002396 -0.000432    18.718
   0.09164  0.91123  0.02403  1.08989  0.043109  0.002395 -0.000433    17.997
   0.10799  0.89533  0.02780  1.08996  0.041294  0.002395 -0.000434    17.242
   0.12441  0.87933  0.03149  1.09004  0.039436  0.002395 -0.000435    16.467
   0.14087  0.86327  0.03511  1.09013  0.037560  0.002394 -0.000437    15.687
   0.15734  0.84718  0.03864  1.09022  0.035680  0.002394 -0.000438    14.906
   0.17383  0.83106  0.04208  1.09034  0.033807  0.002392 -0.000440    14.131
   0.19032  0.81492  0.04544  1.09049  0.031950  0.002390 -0.000442    13.367
   0.20680  0.79875  0.04870  1.09068  0.030119  0.002387 -0.000445    12.617
   0.22329  0.78258  0.05188  1.09092  0.028316  0.002383 -0.000449    11.883
   0.23978  0.76638  0.05496  1.09121  0.026551  0.002377 -0.000453    11.168
   0.25626  0.75017  0.05796  1.09159  0.024826  0.002370 -0.000458    10.475
   0.27274  0.73395  0.06086  1.09205  0.023150  0.002361 -0.000463     9.805
   0.28921  0.71772  0.06368  1.09264  0.021526  0.002350 -0.000471     9.161
   0.30568  0.70148  0.06640  1.09336  0.019959  0.002336 -0.000480     8.543
   0.32214  0.68523  0.06902  1.09425  0.018452  0.002320 -0.000491     7.953
   0.33859  0.66898  0.07155  1.09536  0.017014  0.002301 -0.000504     7.394
   0.35503  0.65272  0.07398  1.09671  0.015645  0.002279 -0.000521     6.866
   0.37146  0.63645  0.07632  1.09836  0.014351  0.002253 -0.000542     6.370
   0.38788  0.62019  0.07855  1.10037  0.013135  0.002223 -0.000567     5.908
   0.40429  0.60392  0.08069  1.10280  0.012004  0.002190 -0.000588     5.482
   0.42068  0.58766  0.08272  1.10572  0.010956  0.002152 -0.000592     5.091
   0.43705  0.57140  0.08465  1.10917  0.009997  0.002110 -0.000564     4.738
   0.45341  0.55514  0.08647  1.11321  0.009124  0.002064 -0.000478     4.421
   0.46975  0.53889  0.08818  1.11777  0.008337  0.002014 -0.000318     4.140
   0.48606  0.52265  0.08978  1.12283  0.007632  0.001961 -0.000078     3.892
   0.50236  0.50642  0.09127  1.12847  0.007006  0.001905  0.000237     3.678
   0.51863  0.49021  0.09264  1.13464  0.006454  0.001845  0.000611     3.498
   0.53487  0.47402  0.09390  1.14124  0.005968  0.001783  0.001033     3.347
   0.55108  0.45785  0.09503  1.14814  0.005534  0.001719  0.001498     3.219
   0.56725  0.44172  0.09603  1.15522  0.005144  0.001655  0.002002     3.108
   0.58335  0.42564  0.09690  1.16236  0.004788  0.001591  0.002558     3.010
   0.59935  0.40965  0.09765  1.16949  0.004453  0.001527  0.003191     2.917
   0.61519  0.39382  0.09824  1.17659  0.004122  0.001462  0.003977     2.820
   0.63085  0.37817  0.09865  1.18280  0.003844  0.001402  0.004740     2.743
   0.64639  0.36263  0.09885  1.18794  0.003610  0.001345  0.005458     2.684
   0.66187  0.34716  0.09884  1.19199  0.003408  0.001293  0.006140     2.636
   0.67728  0.33174  0.09863  1.19498  0.003229  0.001243  0.006797     2.597
   0.69264  0.31639  0.09821  1.19686  0.003068  0.001196  0.007430     2.565
   0.70795  0.30109  0.09757  1.19764  0.002922  0.001151  0.008041     2.538
   0.72321  0.28586  0.09672  1.19730  0.002788  0.001108  0.008636     2.516
   0.73841  0.27069  0.09564  1.19586  0.002662  0.001067  0.009231     2.495
   0.75355  0.25561  0.09433  1.19322  0.002545  0.001027  0.009808     2.479
   0.76863  0.24061  0.09280  1.18942  0.002432  0.000988  0.010398     2.463
   0.78363  0.22571  0.09103  1.18433  0.002325  0.000949  0.010985     2.449
   0.79855  0.21092  0.08902  1.17786  0.002222  0.000912  0.011567     2.438
   0.81339  0.19626  0.08678  1.17002  0.002121  0.000874  0.012173     2.427
   0.82811  0.18175  0.08429  1.16059  0.002024  0.000837  0.012783     2.417
   0.84271  0.16741  0.08155  1.14950  0.001926  0.000800  0.013428     2.408
   0.85717  0.15327  0.07856  1.13648  0.001832  0.000763  0.014068     2.400
   0.87144  0.13937  0.07533  1.12147  0.001737  0.000726  0.014759     2.392
   0.88548  0.12576  0.07185  1.10413  0.001643  0.000689  0.015474     2.385
   0.89921  0.11254  0.06815  1.08424  0.001549  0.000651  0.016221     2.378
   0.91255  0.09978  0.06426  1.06157  0.001454  0.000613  0.017036     2.371
   0.92536  0.08762  0.06020  1.03575  0.001361  0.000576  0.017876     2.365
   0.93750  0.07622  0.05606  1.00671  0.001269  0.000538  0.018763     2.358
   0.94879  0.06572  0.05190  0.97441  0.001179  0.000501  0.019663     2.351
   0.95911  0.05625  0.04782  0.93900  0.001092  0.000466  0.020613     2.344
   0.96837  0.04786  0.04389  0.90046  0.001009  0.000432  0.021560     2.336
   0.97657  0.04055  0.04017  0.85901  0.000933  0.000400  0.022380     2.330
   0.98379  0.03423  0.03668  0.81492  0.000860  0.000371  0.023216     2.320
   0.99012  0.02879  0.03343  0.76770  0.000794  0.000344  0.023872     2.312
   0.99570  0.02411  0.03040  0.71740  0.000734  0.000318  0.024276     2.306
   1.00063  0.02008  0.02756  0.66357  0.000677  0.000295  0.024604     2.296
   1.00502  0.01660  0.02489  0.60481  0.000624  0.000273  0.024551     2.285
   1.00896  0.01357  0.02236  0.54122  0.000578  0.000253  0.023763     2.283
   1.01253  0.01095  0.01995  0.47158  0.000530  0.000234  0.022965     2.266
   1.01577  0.00867  0.01764  0.39381  0.000491  0.000217  0.020728     2.265
   1.01874  0.00671  0.01541  0.30717  0.000451  0.000201  0.017936     2.242
   1.02149  0.00502  0.01324  0.21182  0.000419  0.000185  0.013136     2.259
   1.02404  0.00360  0.01113  0.10232  0.000371  0.000167  0.007344     2.230
   1.02642  0.00242  0.00906 -0.01899  0.000371  0.000167  0.001363     2.230
   1.02866  0.00148  0.00703 -0.15179  0.000330  0.000148  0.012355     2.223
   1.03077  0.00077  0.00504 -0.29926  0.000313  0.000141  0.025629     2.223
   1.03277  0.00029  0.00309 -0.45698  0.000296  0.000134  0.041704     2.214
   1.03468  0.00004  0.00120 -0.61835  0.000289  0.000130  0.057212     2.225
   1.03651  0.00001 -0.00064 -0.77985  0.000283  0.000127  0.074241     2.219
   1.03838  0.00020 -0.00249 -0.94455  0.000283  0.000127  0.088691     2.232
   1.04030  0.00065 -0.00436 -1.10295  0.000291  0.000129  0.099593     2.246
   1.04230  0.00137 -0.00623 -1.24120  0.000310  0.000136  0.102281     2.276
