NACA 4412                                       
 Alfa =   5.35000 Re =    60000.000 Xflap,Yflap =     0.000000    0.000000
#    x        y        Cp  
   1.00000  0.00126 -0.04639
   0.99392  0.00292 -0.04832
   0.98333  0.00577 -0.05191
   0.97098  0.00904 -0.05621
   0.95718  0.01262 -0.06127
   0.94237  0.01638 -0.07734
   0.92696  0.02021 -0.09554
   0.91123  0.02403 -0.11560
   0.89533  0.02780 -0.13744
   0.87933  0.03149 -0.16100
   0.86327  0.03511 -0.18646
   0.84718  0.03864 -0.21407
   0.83106  0.04208 -0.24415
   0.81492  0.04544 -0.27733
   0.79875  0.04870 -0.31422
   0.78258  0.05188 -0.35576
   0.76638  0.05496 -0.40350
   0.75017  0.05796 -0.45902
   0.73395  0.06086 -0.52522
   0.71772  0.06368 -0.60971
   0.70148  0.06640 -0.69071
   0.68523  0.06902 -0.77879
   0.66898  0.07155 -0.87562
   0.65272  0.07398 -0.87886
   0.63645  0.07632 -0.88175
   0.62019  0.07855 -0.88443
   0.60392  0.08069 -0.88699
   0.58766  0.08272 -0.88949
   0.57140  0.08465 -0.89198
   0.55514  0.08647 -0.89451
   0.53889  0.08818 -0.89715
   0.52265  0.08978 -0.89994
   0.50642  0.09127 -0.90298
   0.49021  0.09264 -0.90634
   0.47402  0.09390 -0.91013
   0.45785  0.09503 -0.91448
   0.44172  0.09603 -0.91957
   0.42564  0.09690 -0.92562
   0.40965  0.09765 -0.93294
   0.39382  0.09824 -0.94188
   0.37817  0.09865 -0.95300
   0.36263  0.09885 -0.96675
   0.34716  0.09884 -0.98342
   0.33174  0.09863 -1.00253
   0.31639  0.09821 -1.02450
   0.30109  0.09757 -1.04942
   0.28586  0.09672 -1.07660
   0.27069  0.09564 -1.10502
   0.25561  0.09433 -1.13359
   0.24061  0.09280 -1.16159
   0.22571  0.09103 -1.18837
   0.21092  0.08902 -1.21370
   0.19626  0.08678 -1.23747
   0.18175  0.08429 -1.25953
   0.16741  0.08155 -1.28020
   0.15327  0.07856 -1.29935
   0.13937  0.07533 -1.31745
   0.12576  0.07185 -1.33449
   0.11254  0.06815 -1.35078
   0.09978  0.06426 -1.36675
   0.08762  0.06020 -1.38239
   0.07622  0.05606 -1.39833
   0.06572  0.05190 -1.41427
   0.05625  0.04782 -1.43038
   0.04786  0.04389 -1.44640
   0.04055  0.04017 -1.46187
   0.03423  0.03668 -1.47621
   0.02879  0.03343 -1.48894
   0.02411  0.03040 -1.49923
   0.02008  0.02756 -1.50591
   0.01660  0.02489 -1.50782
   0.01357  0.02236 -1.50326
   0.01095  0.01995 -1.49048
   0.00867  0.01764 -1.46623
   0.00671  0.01541 -1.42749
   0.00502  0.01324 -1.36929
   0.00360  0.01113 -1.28589
   0.00242  0.00906 -1.17142
   0.00148  0.00703 -1.01973
   0.00077  0.00504 -0.82701
   0.00029  0.00309 -0.59522
   0.00004  0.00120 -0.33628
   0.00001 -0.00064 -0.06656
   0.00020 -0.00249  0.21408
   0.00065 -0.00436  0.47579
   0.00137 -0.00623  0.70778
   0.00239 -0.00805  0.86665
   0.00369 -0.00980  0.96612
   0.00527 -0.01148  0.99856
   0.00712 -0.01307  0.99059
   0.00925 -0.01459  0.95419
   0.01167 -0.01603  0.90387
   0.01438 -0.01741  0.84490
   0.01744 -0.01873  0.78501
   0.02087 -0.02000  0.72498
   0.02476 -0.02123  0.66713
   0.02916 -0.02242  0.61241
   0.03419 -0.02357  0.56124
   0.03998 -0.02467  0.51354
   0.04667 -0.02572  0.46967
   0.05445 -0.02670  0.42983
   0.06345 -0.02758  0.39422
   0.07377 -0.02833  0.36315
   0.08543 -0.02891  0.33683
   0.09832 -0.02929  0.31522
   0.11223 -0.02947  0.29808
   0.12696 -0.02945  0.28471
   0.14228 -0.02924  0.27464
   0.15806 -0.02887  0.26699
   0.17418 -0.02837  0.26136
   0.19056 -0.02776  0.25718
   0.20714 -0.02707  0.25417
   0.22389 -0.02630  0.25194
   0.24078 -0.02549  0.25028
   0.25777 -0.02465  0.24898
   0.27484 -0.02379  0.24796
   0.29194 -0.02292  0.24692
   0.30901 -0.02207  0.24581
   0.32603 -0.02124  0.24460
   0.34301 -0.02043  0.24297
   0.35994 -0.01967  0.24091
   0.37686 -0.01894  0.23816
   0.39378 -0.01827  0.23443
   0.41076 -0.01762  0.22949
   0.42781 -0.01697  0.22529
   0.44491 -0.01629  0.22156
   0.46204 -0.01560  0.21852
   0.47921 -0.01490  0.21578
   0.49639 -0.01420  0.21346
   0.51357 -0.01350  0.21156
   0.53074 -0.01280  0.20970
   0.54790 -0.01211  0.20812
   0.56503 -0.01143  0.20660
   0.58215 -0.01076  0.20521
   0.59926 -0.01011  0.20391
   0.61635 -0.00947  0.20261
   0.63342 -0.00885  0.20125
   0.65049 -0.00825  0.19990
   0.66755 -0.00768  0.19845
   0.68459 -0.00712  0.19690
   0.70164 -0.00659  0.19528
   0.71867 -0.00608  0.19367
   0.73570 -0.00560  0.19177
   0.75273 -0.00514  0.18971
   0.76976 -0.00471  0.18766
   0.78678 -0.00431  0.18547
   0.80381 -0.00393  0.18303
   0.82084 -0.00357  0.18033
   0.83786 -0.00324  0.17768
   0.85489 -0.00294  0.17483
   0.87190 -0.00266  0.17186
   0.88889 -0.00241  0.16862
   0.90581 -0.00218  0.16512
   0.92258 -0.00197  0.16148
   0.93902 -0.00179  0.15773
   0.95483 -0.00163  0.15409
   0.96953 -0.00150  0.15094
   0.98258 -0.00139  0.14848
   0.99368 -0.00131  0.14728
   1.00000 -0.00126  0.14521
