#    s        x        y     Ue/Vinf    Dstar     Theta      Cf       H
   0.00000  1.00000  0.00126  1.01598  0.052183  0.008515 -0.000135     6.128
   0.00630  0.99392  0.00292  1.02026  0.051535  0.008228 -0.000139     6.263
   0.01727  0.98333  0.00577  1.02803  0.050346  0.007721 -0.000147     6.520
   0.03004  0.97098  0.00904  1.03768  0.048999  0.007119 -0.000158     6.883
   0.04430  0.95718  0.01262  1.04934  0.047547  0.006429 -0.000173     7.396
   0.05958  0.94237  0.01638  1.06325  0.046037  0.005654 -0.000195     8.142
   0.07546  0.92696  0.02021  1.07939  0.044499  0.004814 -0.000227     9.243
   0.09164  0.91123  0.02403  1.09821  0.042921  0.003906 -0.000265    10.988
   0.10799  0.89533  0.02780  1.12101  0.041228  0.002894 -0.000276    14.245
   0.12441  0.87933  0.03149  1.13452  0.039724  0.002348 -0.000462    16.915
   0.14087  0.86327  0.03511  1.13477  0.038445  0.002342 -0.000464    16.418
   0.15734  0.84718  0.03864  1.13501  0.037044  0.002336 -0.000466    15.858
   0.17383  0.83106  0.04208  1.13523  0.035568  0.002331 -0.000468    15.260
   0.19032  0.81492  0.04544  1.13546  0.034042  0.002326 -0.000470    14.635
   0.20680  0.79875  0.04870  1.13570  0.032485  0.002321 -0.000473    13.996
   0.22329  0.78258  0.05188  1.13596  0.030909  0.002316 -0.000476    13.347
   0.23978  0.76638  0.05496  1.13625  0.029326  0.002310 -0.000479    12.696
   0.25626  0.75017  0.05796  1.13657  0.027746  0.002303 -0.000483    12.046
   0.27274  0.73395  0.06086  1.13696  0.026177  0.002296 -0.000487    11.402
   0.28921  0.71772  0.06368  1.13740  0.024625  0.002287 -0.000492    10.766
   0.30568  0.70148  0.06640  1.13793  0.023098  0.002277 -0.000498    10.143
   0.32214  0.68523  0.06902  1.13856  0.021600  0.002265 -0.000506     9.534
   0.33859  0.66898  0.07155  1.13932  0.020139  0.002252 -0.000514     8.943
   0.35503  0.65272  0.07398  1.14022  0.018720  0.002236 -0.000525     8.371
   0.37146  0.63645  0.07632  1.14131  0.017347  0.002218 -0.000537     7.821
   0.38788  0.62019  0.07855  1.14262  0.016027  0.002197 -0.000553     7.294
   0.40429  0.60392  0.08069  1.14420  0.014765  0.002174 -0.000572     6.793
   0.42068  0.58766  0.08272  1.14610  0.013564  0.002147 -0.000596     6.319
   0.43705  0.57140  0.08465  1.14839  0.012431  0.002116 -0.000623     5.875
   0.45341  0.55514  0.08647  1.15112  0.011368  0.002082 -0.000645     5.461
   0.46975  0.53889  0.08818  1.15439  0.010379  0.002043 -0.000651     5.080
   0.48606  0.52265  0.08978  1.15825  0.009465  0.002000 -0.000620     4.732
   0.50236  0.50642  0.09127  1.16274  0.008629  0.001954 -0.000525     4.417
   0.51863  0.49021  0.09264  1.16782  0.007868  0.001903 -0.000346     4.133
   0.53487  0.47402  0.09390  1.17348  0.007181  0.001850 -0.000072     3.881
