NACA 4412                                       
 Alfa =   9.30000 Re =    20000.000 Xflap,Yflap =     0.000000    0.000000
#    x        y        Cp  
   1.00000  0.00126 -0.42711
   0.99392  0.00292 -0.42720
   0.98333  0.00577 -0.42736
   0.97098  0.00904 -0.42753
   0.95718  0.01262 -0.42771
   0.94237  0.01638 -0.42789
   0.92696  0.02021 -0.42807
   0.91123  0.02403 -0.42824
   0.89533  0.02780 -0.42840
   0.87933  0.03149 -0.42856
   0.86327  0.03511 -0.42871
   0.84718  0.03864 -0.42886
   0.83106  0.04208 -0.42899
   0.81492  0.04544 -0.42912
   0.79875  0.04870 -0.42924
   0.78258  0.05188 -0.42936
   0.76638  0.05496 -0.42946
   0.75017  0.05796 -0.42956
   0.73395  0.06086 -0.42965
   0.71772  0.06368 -0.42974
   0.70148  0.06640 -0.42981
   0.68523  0.06902 -0.42988
   0.66898  0.07155 -0.42995
   0.65272  0.07398 -0.43000
   0.63645  0.07632 -0.43005
   0.62019  0.07855 -0.43009
   0.60392  0.08069 -0.43013
   0.58766  0.08272 -0.43016
   0.57140  0.08465 -0.43019
   0.55514  0.08647 -0.43022
   0.53889  0.08818 -0.43025
   0.52265  0.08978 -0.43028
   0.50642  0.09127 -0.43033
   0.49021  0.09264 -0.43038
   0.47402  0.09390 -0.43046
   0.45785  0.09503 -0.43057
   0.44172  0.09603 -0.43073
   0.42564  0.09690 -0.43094
   0.40965  0.09765 -0.43124
   0.39382  0.09824 -0.43165
   0.37817  0.09865 -0.43226
   0.36263  0.09885 -0.43313
   0.34716  0.09884 -0.43437
   0.33174  0.09863 -0.43609
   0.31639  0.09821 -0.43843
   0.30109  0.09757 -0.44161
   0.28586  0.09672 -0.44587
   0.27069  0.09564 -0.45157
   0.25561  0.09433 -0.45913
   0.24061  0.09280 -0.46913
   0.22571  0.09103 -0.48226
   0.21092  0.08902 -0.49923
   0.19626  0.08678 -0.52046
   0.18175  0.08429 -0.54582
   0.16741  0.08155 -0.57579
   0.15327  0.07856 -0.60970
   0.13937  0.07533 -0.64590
   0.12576  0.07185 -0.68250
   0.11254  0.06815 -0.71782
   0.09978  0.06426 -0.75086
   0.08762  0.06020 -0.78072
   0.07622  0.05606 -0.80720
   0.06572  0.05190 -0.82988
   0.05625  0.04782 -0.84878
   0.04786  0.04389 -0.86382
   0.04055  0.04017 -0.87478
   0.03423  0.03668 -0.88184
   0.02879  0.03343 -0.88450
   0.02411  0.03040 -0.88283
   0.02008  0.02756 -0.87577
   0.01660  0.02489 -0.86237
   0.01357  0.02236 -0.84139
   0.01095  0.01995 -0.81181
   0.00867  0.01764 -0.77094
   0.00671  0.01541 -0.71672
   0.00502  0.01324 -0.64450
   0.00360  0.01113 -0.55300
   0.00242  0.00906 -0.43676
   0.00148  0.00703 -0.29471
   0.00077  0.00504 -0.12696
   0.00029  0.00309  0.06354
   0.00004  0.00120  0.26442
   0.00001 -0.00064  0.46073
   0.00020 -0.00249  0.64871
   0.00065 -0.00436  0.81090
   0.00137 -0.00623  0.92845
   0.00239 -0.00805  0.98922
   0.00369 -0.00980  0.99753
   0.00527 -0.01148  0.96540
   0.00712 -0.01307  0.90935
   0.00925 -0.01459  0.84030
   0.01167 -0.01603  0.76789
   0.01438 -0.01741  0.69555
   0.01744 -0.01873  0.62795
   0.02087 -0.02000  0.56466
   0.02476 -0.02123  0.50615
   0.02916 -0.02242  0.45288
   0.03419 -0.02357  0.40427
   0.03998 -0.02467  0.36014
   0.04667 -0.02572  0.32044
   0.05445 -0.02670  0.28500
   0.06345 -0.02758  0.25393
   0.07377 -0.02833  0.22723
   0.08543 -0.02891  0.20473
   0.09832 -0.02929  0.18637
