#    s        x        y     Ue/Vinf    Dstar     Theta      Cf       H
   0.00000  1.00000  0.00126  1.02661  0.049609  0.002514 -0.000232    19.733
   0.00630  0.99392  0.00292  1.02660  0.048772  0.002516 -0.000387    19.388
   0.01727  0.98333  0.00577  1.02657  0.047240  0.002519 -0.000387    18.752
   0.03004  0.97098  0.00904  1.02653  0.045426  0.002524 -0.000387    18.000
   0.04430  0.95718  0.01262  1.02648  0.043399  0.002529 -0.000388    17.164
   0.05958  0.94237  0.01638  1.02644  0.041243  0.002533 -0.000388    16.280
   0.07546  0.92696  0.02021  1.02641  0.039029  0.002538 -0.000388    15.379
   0.09164  0.91123  0.02403  1.02639  0.036807  0.002541 -0.000389    14.484
   0.10799  0.89533  0.02780  1.02641  0.034613  0.002544 -0.000391    13.608
   0.12441  0.87933  0.03149  1.02646  0.032459  0.002545 -0.000393    12.755
   0.14087  0.86327  0.03511  1.02656  0.030362  0.002544 -0.000395    11.934
   0.15734  0.84718  0.03864  1.02672  0.028325  0.002542 -0.000398    11.143
   0.17383  0.83106  0.04208  1.02696  0.026355  0.002538 -0.000402    10.386
   0.19032  0.81492  0.04544  1.02729  0.024457  0.002531 -0.000408     9.663
   0.20680  0.79875  0.04870  1.02773  0.022636  0.002522 -0.000414     8.976
   0.22329  0.78258  0.05188  1.02831  0.020893  0.002510 -0.000422     8.324
   0.23978  0.76638  0.05496  1.02907  0.019235  0.002495 -0.000432     7.710
   0.25626  0.75017  0.05796  1.03003  0.017664  0.002477 -0.000445     7.132
   0.27274  0.73395  0.06086  1.03123  0.016184  0.002454 -0.000462     6.594
   0.28921  0.71772  0.06368  1.03274  0.014798  0.002428 -0.000481     6.094
   0.30568  0.70148  0.06640  1.03460  0.013510  0.002398 -0.000502     5.634
   0.32214  0.68523  0.06902  1.03687  0.012321  0.002363 -0.000510     5.214
   0.33859  0.66898  0.07155  1.03960  0.011233  0.002324 -0.000494     4.834
   0.35503  0.65272  0.07398  1.04282  0.010246  0.002280 -0.000431     4.494
   0.37146  0.63645  0.07632  1.04652  0.009358  0.002232 -0.000302     4.192
   0.38788  0.62019  0.07855  1.05062  0.008567  0.002181 -0.000101     3.928
   0.40429  0.60392  0.08069  1.05520  0.007870  0.002127  0.000166     3.701
   0.42068  0.58766  0.08272  1.06026  0.007259  0.002068  0.000487     3.510
   0.43705  0.57140  0.08465  1.06567  0.006730  0.002007  0.000842     3.354
   0.45341  0.55514  0.08647  1.07131  0.006271  0.001944  0.001218     3.225
   0.46975  0.53889  0.08818  1.07700  0.005873  0.001882  0.001599     3.121
   0.48606  0.52265  0.08978  1.08265  0.005525  0.001820  0.001980     3.035
   0.50236  0.50642  0.09127  1.08814  0.005220  0.001760  0.002352     2.966
   0.51863  0.49021  0.09264  1.09345  0.004948  0.001701  0.002717     2.909
   0.53487  0.47402  0.09390  1.09852  0.004704  0.001644  0.003073     2.861
   0.55108  0.45785  0.09503  1.10342  0.004475  0.001587  0.003440     2.819
   0.56725  0.44172  0.09603  1.10810  0.004258  0.001532  0.003821     2.780
   0.58335  0.42564  0.09690  1.11262  0.004046  0.001476  0.004247     2.741
   0.59935  0.40965  0.09765  1.11696  0.003833  0.001421  0.004751     2.698
   0.61519  0.39382  0.09824  1.12123  0.003601  0.001364  0.005437     2.641
   0.63085  0.37817  0.09865  1.12429  0.003403  0.001311  0.006081     2.595
   0.64639  0.36263  0.09885  1.12612  0.003231  0.001262  0.006680     2.559
   0.66187  0.34716  0.09884  1.12678  0.003079  0.001217  0.007241     2.531
   0.67728  0.33174  0.09863  1.12633  0.002940  0.001173  0.007785     2.506
   0.69264  0.31639  0.09821  1.12476  0.002812  0.001132  0.008309     2.485
   0.70795  0.30109  0.09757  1.12204  0.002694  0.001092  0.008820     2.467
   0.72321  0.28586  0.09672  1.11818  0.002582  0.001053  0.009322     2.451
   0.73841  0.27069  0.09564  1.11310  0.002476  0.001016  0.009815     2.438
   0.75355  0.25561  0.09433  1.10679  0.002374  0.000979  0.010304     2.425
   0.76863  0.24061  0.09280  1.09917  0.002277  0.000943  0.010796     2.414
   0.78363  0.22571  0.09103  1.09014  0.002181  0.000908  0.011291     2.404
   0.79855  0.21092  0.08902  1.07957  0.002090  0.000873  0.011774     2.395
   0.81339  0.19626  0.08678  1.06742  0.001999  0.000838  0.012277     2.386
   0.82811  0.18175  0.08429  1.05344  0.001910  0.000803  0.012774     2.379
   0.84271  0.16741  0.08155  1.03754  0.001822  0.000768  0.013297     2.371
   0.85717  0.15327  0.07856  1.01939  0.001735  0.000734  0.013801     2.365
   0.87144  0.13937  0.07533  0.99888  0.001647  0.000699  0.014337     2.358
   0.88548  0.12576  0.07185  0.97563  0.001559  0.000663  0.014892     2.351
   0.89921  0.11254  0.06815  0.94926  0.001472  0.000628  0.015434     2.345
   0.91255  0.09978  0.06426  0.91957  0.001384  0.000592  0.015994     2.339
   0.92536  0.08762  0.06020  0.88623  0.001296  0.000556  0.016561     2.333
   0.93750  0.07622  0.05606  0.84898  0.001209  0.000520  0.017118     2.326
   0.94879  0.06572  0.05190  0.80780  0.001124  0.000485  0.017621     2.320
   0.95911  0.05625  0.04782  0.76297  0.001043  0.000451  0.018050     2.314
   0.96837  0.04786  0.04389  0.71473  0.000964  0.000418  0.018416     2.306
   0.97657  0.04055  0.04017  0.66313  0.000892  0.000388  0.018614     2.298
   0.98379  0.03423  0.03668  0.60838  0.000824  0.000360  0.018608     2.290
   0.99012  0.02879  0.03343  0.55067  0.000763  0.000334  0.018278     2.285
   0.99570  0.02411  0.03040  0.48956  0.000704  0.000310  0.017807     2.274
   1.00063  0.02008  0.02756  0.42450  0.000653  0.000287  0.016670     2.272
   1.00502  0.01660  0.02489  0.35451  0.000600  0.000266  0.015410     2.253
   1.00896  0.01357  0.02236  0.27931  0.000560  0.000248  0.012908     2.261
   1.01253  0.01095  0.01995  0.19775  0.000512  0.000229  0.010246     2.235
   1.01577  0.00867  0.01764  0.10868  0.000486  0.000217  0.005912     2.238
   1.01874  0.00671  0.01541  0.01066  0.000420  0.000188  0.000677     2.230
   1.02149  0.00502  0.01324 -0.09872  0.000420  0.000188  0.006267     2.230
   1.02404  0.00360  0.01113 -0.21678  0.000378  0.000171  0.015605     2.208
   1.02642  0.00242  0.00906 -0.34832  0.000354  0.000159  0.026475     2.220
   1.02866  0.00148  0.00703 -0.48985  0.000331  0.000150  0.040184     2.207
   1.03077  0.00077  0.00504 -0.64193  0.000314  0.000142  0.055455     2.210
   1.03277  0.00029  0.00309 -0.79929  0.000302  0.000137  0.071726     2.212
   1.03468  0.00004  0.00120 -0.95623  0.000296  0.000133  0.087088     2.218
   1.03651  0.00001 -0.00064 -1.10756  0.000294  0.000132  0.100951     2.225
   1.03838  0.00020 -0.00249 -1.25501  0.000298  0.000133  0.111468     2.239
   1.04030  0.00065 -0.00436 -1.38692  0.000313  0.000138  0.114157     2.268
   1.04230  0.00137 -0.00623 -1.49037  0.000341  0.000148  0.108063     2.311
   1.04439  0.00239 -0.00805 -1.55726  0.000388  0.000163  0.093350     2.376
   1.04657  0.00369 -0.00980 -1.58699  0.000457  0.000185  0.073428     2.467
   1.04888  0.00527 -0.01148 -1.58549  0.000559  0.000215  0.051972     2.600
   1.05132  0.00712 -0.01307 -1.56183  0.000705  0.000252  0.031659     2.801
   1.05393  0.00925 -0.01459 -1.52685  0.000917  0.000295  0.014704     3.113
   1.05675  0.01167 -0.01603 -1.49157  0.001221  0.000339  0.002817     3.600
   1.05979  0.01438 -0.01741 -1.46308  0.001645  0.000380 -0.003074     4.326
   1.06312  0.01744 -0.01873 -1.44211  0.002206  0.000416 -0.004035     5.297
   1.06679  0.02087 -0.02000 -1.42800  0.002919  0.000447 -0.003524     6.537
   1.07086  0.02476 -0.02123 -1.41866  0.003802  0.000471 -0.003122     8.067
   1.07542  0.02916 -0.02242 -1.41238  0.004871  0.000491 -0.002876     9.914
   1.08058  0.03419 -0.02357 -1.40805  0.006150  0.000508 -0.002713    12.114
   1.08647  0.03998 -0.02467 -1.40494  0.007665  0.000521 -0.002596    14.705
   1.09325  0.04667 -0.02572 -1.40257  0.009452  0.000533 -0.002508    17.734
   1.10108  0.05445 -0.02670 -1.40065  0.011545  0.000544 -0.002435    21.225
   1.11013  0.06345 -0.02758 -1.39899  0.013965  0.000555 -0.002371    25.170
   1.12048  0.07377 -0.02833 -1.39746  0.016716  0.000567 -0.002309    29.502
   1.13215  0.08543 -0.02891 -1.39601  0.019766  0.000580 -0.002247    34.086
   1.14504  0.09832 -0.02929 -1.39461  0.023052  0.000595 -0.002181    38.726
   1.15896  0.11223 -0.02947 -1.39325  0.026485  0.000613 -0.002113    43.214
   1.17368  0.12696 -0.02945 -1.39194  0.029978  0.000633 -0.002042    47.382
   1.18901  0.14228 -0.02924 -1.39068  0.033454  0.000655 -0.001970    51.112
   1.20480  0.15806 -0.02887 -1.38948  0.036854  0.000678 -0.001898    54.344
   1.22092  0.17418 -0.02837 -1.38833  0.040138  0.000703 -0.001828    57.068
   1.23731  0.19056 -0.02776 -1.38723  0.043270  0.000730 -0.001759    59.286
   1.25391  0.20714 -0.02707 -1.38618  0.046228  0.000758 -0.001693    61.018
   1.27067  0.22389 -0.02630 -1.38516  0.048991  0.000787 -0.001629    62.288
   1.28758  0.24078 -0.02549 -1.38417  0.051535  0.000817 -0.001568    63.113
   1.30460  0.25777 -0.02465 -1.38320  0.053842  0.000848 -0.001509    63.511
   1.32169  0.27484 -0.02379 -1.38224  0.055887  0.000880 -0.001453    63.493
   1.33881  0.29194 -0.02292 -1.38129  0.057630  0.000914 -0.001398    63.047
   1.35590  0.30901 -0.02207 -1.38034  0.059024  0.000950 -0.001345    62.147
   1.37294  0.32603 -0.02124 -1.35356  0.061018  0.002220 -0.000403    27.480
   1.38994  0.34301 -0.02043 -1.32939  0.062676  0.003467 -0.000365    18.075
   1.40689  0.35994 -0.01967 -1.31040  0.063952  0.004500 -0.000281    14.210
   1.42382  0.37686 -0.01894 -1.29402  0.064970  0.005439 -0.000233    11.946
   1.44075  0.39378 -0.01827 -1.27935  0.065772  0.006319 -0.000201    10.408
   1.45775  0.41076 -0.01762 -1.26570  0.066399  0.007173 -0.000178     9.256
   1.47481  0.42781 -0.01697 -1.25283  0.066941  0.008010 -0.000161     8.357
   1.49192  0.44491 -0.01629 -1.24059  0.067396  0.008834 -0.000148     7.629
   1.50907  0.46204 -0.01560 -1.22891  0.067772  0.009649 -0.000137     7.024
   1.52625  0.47921 -0.01490 -1.21769  0.068072  0.010456 -0.000129     6.510
   1.54344  0.49639 -0.01420 -1.20689  0.068300  0.011257 -0.000122     6.068
   1.56064  0.51357 -0.01350 -1.19645  0.068462  0.012053 -0.000115     5.680
   1.57783  0.53074 -0.01280 -1.18633  0.068559  0.012846 -0.000108     5.337
   1.59499  0.54790 -0.01211 -1.17648  0.068595  0.013638 -0.000099     5.030
   1.61214  0.56503 -0.01143 -1.16686  0.068576  0.014432 -0.000087     4.752
   1.62928  0.58215 -0.01076 -1.15741  0.068504  0.015229 -0.000072     4.498
   1.64639  0.59926 -0.01011 -1.14811  0.068385  0.016034 -0.000053     4.265
   1.66350  0.61635 -0.00947 -1.13888  0.068224  0.016850 -0.000029     4.049
   1.68058  0.63342 -0.00885 -1.12970  0.068027  0.017681 -0.000002     3.847
   1.69766  0.65049 -0.00825 -1.12055  0.067801  0.018528  0.000028     3.659
