#    s        x        y     Ue/Vinf    Dstar     Theta      Cf       H
   0.00000  1.00000  0.00126  1.02474  0.053291  0.006623 -0.000161     8.046
   0.00630  0.99392  0.00292  1.02978  0.052570  0.006300 -0.000168     8.344
   0.01727  0.98333  0.00577  1.03915  0.051247  0.005722 -0.000185     8.956
   0.03004  0.97098  0.00904  1.05106  0.049721  0.005025 -0.000209     9.895
   0.04430  0.95718  0.01262  1.06604  0.048015  0.004201 -0.000250    11.428
   0.05958  0.94237  0.01638  1.08504  0.046125  0.003234 -0.000259    14.264
   0.07546  0.92696  0.02021  1.10316  0.044197  0.002392 -0.000439    18.475
   0.09164  0.91123  0.02403  1.10331  0.042716  0.002388 -0.000440    17.884
   0.10799  0.89533  0.02780  1.10345  0.041106  0.002386 -0.000441    17.229
   0.12441  0.87933  0.03149  1.10357  0.039417  0.002384 -0.000443    16.535
   0.14087  0.86327  0.03511  1.10369  0.037686  0.002382 -0.000444    15.821
   0.15734  0.84718  0.03864  1.10383  0.035928  0.002380 -0.000446    15.096
   0.17383  0.83106  0.04208  1.10397  0.034160  0.002378 -0.000448    14.367
   0.19032  0.81492  0.04544  1.10414  0.032394  0.002375 -0.000450    13.640
   0.20680  0.79875  0.04870  1.10434  0.030640  0.002371 -0.000453    12.921
   0.22329  0.78258  0.05188  1.10459  0.028902  0.002367 -0.000456    12.211
   0.23978  0.76638  0.05496  1.10488  0.027189  0.002361 -0.000460    11.515
   0.25626  0.75017  0.05796  1.10524  0.025508  0.002354 -0.000465    10.836
   0.27274  0.73395  0.06086  1.10569  0.023865  0.002345 -0.000470    10.175
   0.28921  0.71772  0.06368  1.10623  0.022264  0.002335 -0.000477     9.535
   0.30568  0.70148  0.06640  1.10690  0.020712  0.002322 -0.000485     8.918
   0.32214  0.68523  0.06902  1.10772  0.019211  0.002307 -0.000495     8.325
   0.33859  0.66898  0.07155  1.10872  0.017770  0.002290 -0.000507     7.760
   0.35503  0.65272  0.07398  1.10994  0.016390  0.002270 -0.000522     7.221
   0.37146  0.63645  0.07632  1.11143  0.015078  0.002246 -0.000540     6.713
   0.38788  0.62019  0.07855  1.11323  0.013836  0.002219 -0.000563     6.235
   0.40429  0.60392  0.08069  1.11541  0.012672  0.002188 -0.000588     5.791
   0.42068  0.58766  0.08272  1.11803  0.011585  0.002154 -0.000606     5.379
   0.43705  0.57140  0.08465  1.12117  0.010581  0.002115 -0.000606     5.004
   0.45341  0.55514  0.08647  1.12485  0.009660  0.002071 -0.000565     4.663
   0.46975  0.53889  0.08818  1.12913  0.008822  0.002024 -0.000463     4.358
   0.48606  0.52265  0.08978  1.13392  0.008065  0.001974 -0.000283     4.085
   0.50236  0.50642  0.09127  1.13925  0.007386  0.001921 -0.000021     3.846
   0.51863  0.49021  0.09264  1.14516  0.006783  0.001863  0.000315     3.640
   0.53487  0.47402  0.09390  1.15161  0.006249  0.001803  0.000714     3.465
   0.55108  0.45785  0.09503  1.15850  0.005771  0.001740  0.001170     3.316
   0.56725  0.44172  0.09603  1.16569  0.005344  0.001676  0.001676     3.188
   0.58335  0.42564  0.09690  1.17307  0.004955  0.001612  0.002242     3.074
   0.59935  0.40965  0.09765  1.18051  0.004592  0.001547  0.002889     2.969
   0.61519  0.39382  0.09824  1.18799  0.004239  0.001481  0.003686     2.862
   0.63085  0.37817  0.09865  1.19468  0.003942  0.001420  0.004470     2.777
   0.64639  0.36263  0.09885  1.20035  0.003694  0.001362  0.005206     2.712
   0.66187  0.34716  0.09884  1.20499  0.003480  0.001308  0.005911     2.660
   0.67728  0.33174  0.09863  1.20857  0.003292  0.001258  0.006588     2.617
   0.69264  0.31639  0.09821  1.21104  0.003125  0.001210  0.007234     2.583
   0.70795  0.30109  0.09757  1.21247  0.002973  0.001164  0.007868     2.554
   0.72321  0.28586  0.09672  1.21276  0.002835  0.001121  0.008475     2.530
   0.73841  0.27069  0.09564  1.21199  0.002704  0.001078  0.009088     2.508
   0.75355  0.25561  0.09433  1.21003  0.002584  0.001038  0.009680     2.490
   0.76863  0.24061  0.09280  1.20693  0.002468  0.000998  0.010280     2.474
   0.78363  0.22571  0.09103  1.20259  0.002358  0.000959  0.010888     2.459
   0.79855  0.21092  0.08902  1.19689  0.002254  0.000921  0.011478     2.448
   0.81339  0.19626  0.08678  1.18989  0.002151  0.000883  0.012100     2.436
   0.82811  0.18175  0.08429  1.18136  0.002051  0.000845  0.012728     2.426
   0.84271  0.16741  0.08155  1.17122  0.001952  0.000808  0.013386     2.416
   0.85717  0.15327  0.07856  1.15925  0.001857  0.000771  0.014042     2.408
   0.87144  0.13937  0.07533  1.14542  0.001759  0.000733  0.014773     2.399
   0.88548  0.12576  0.07185  1.12926  0.001665  0.000696  0.015501     2.393
   0.89921  0.11254  0.06815  1.11074  0.001570  0.000658  0.016276     2.386
   0.91255  0.09978  0.06426  1.08960  0.001474  0.000620  0.017129     2.379
   0.92536  0.08762  0.06020  1.06547  0.001380  0.000582  0.017997     2.372
   0.93750  0.07622  0.05606  1.03837  0.001286  0.000544  0.018952     2.365
   0.94879  0.06572  0.05190  1.00809  0.001194  0.000507  0.019951     2.358
   0.95911  0.05625  0.04782  0.97478  0.001107  0.000471  0.020932     2.352
   0.96837  0.04786  0.04389  0.93875  0.001023  0.000437  0.021975     2.344
   0.97657  0.04055  0.04017  0.89993  0.000945  0.000405  0.022978     2.337
   0.98379  0.03423  0.03668  0.85836  0.000872  0.000375  0.023963     2.327
   0.99012  0.02879  0.03343  0.81395  0.000807  0.000347  0.024705     2.322
   0.99570  0.02411  0.03040  0.76673  0.000744  0.000322  0.025487     2.312
   1.00063  0.02008  0.02756  0.71570  0.000687  0.000298  0.025942     2.304
   1.00502  0.01660  0.02489  0.66051  0.000633  0.000276  0.026214     2.294
   1.00896  0.01357  0.02236  0.60011  0.000584  0.000256  0.025995     2.286
   1.01253  0.01095  0.01995  0.53383  0.000538  0.000236  0.025309     2.277
   1.01577  0.00867  0.01764  0.45993  0.000496  0.000219  0.023954     2.264
   1.01874  0.00671  0.01541  0.37814  0.000458  0.000202  0.021311     2.265
   1.02149  0.00502  0.01324  0.28508  0.000420  0.000188  0.018021     2.235
   1.02404  0.00360  0.01113  0.18197  0.000394  0.000175  0.012038     2.253
   1.02642  0.00242  0.00906  0.06485  0.000346  0.000155  0.004996     2.230
   1.02866  0.00148  0.00703 -0.06638  0.000346  0.000155  0.005114     2.230
   1.03077  0.00077  0.00504 -0.20793  0.000313  0.000141  0.017922     2.215
   1.03277  0.00029  0.00309 -0.36210  0.000300  0.000135  0.032280     2.226
   1.03468  0.00004  0.00120 -0.52161  0.000289  0.000130  0.048705     2.217
   1.03651  0.00001 -0.00064 -0.68193  0.000284  0.000128  0.064134     2.226
   1.03838  0.00020 -0.00249 -0.84549  0.000283  0.000127  0.079630     2.228
   1.04030  0.00065 -0.00436 -1.00564  0.000290  0.000129  0.091174     2.244
   1.04230  0.00137 -0.00623 -1.14682  0.000309  0.000136  0.095351     2.271
   1.04439  0.00239 -0.00805 -1.26237  0.000336  0.000146  0.094231     2.297
   1.04657  0.00369 -0.00980 -1.34707  0.000377  0.000161  0.085904     2.341
   1.04888  0.00527 -0.01148 -1.40346  0.000428  0.000180  0.075485     2.384
   1.05132  0.00712 -0.01307 -1.43779  0.000490  0.000202  0.064439     2.431
   1.05393  0.00925 -0.01459 -1.45537  0.000563  0.000227  0.053801     2.483
   1.05675  0.01167 -0.01603 -1.46071  0.000648  0.000255  0.044192     2.539
   1.05979  0.01438 -0.01741 -1.45827  0.000741  0.000286  0.036398     2.591
   1.06312  0.01744 -0.01873 -1.44948  0.000851  0.000320  0.029218     2.656
   1.06679  0.02087 -0.02000 -1.43682  0.000971  0.000357  0.023530     2.718
   1.07086  0.02476 -0.02123 -1.42110  0.001110  0.000398  0.018594     2.789
   1.07542  0.02916 -0.02242 -1.40327  0.001267  0.000442  0.014507     2.864
   1.08058  0.03419 -0.02357 -1.38374  0.001450  0.000491  0.011000     2.952
   1.08647  0.03998 -0.02467 -1.36292  0.001665  0.000545  0.008025     3.053
   1.09325  0.04667 -0.02572 -1.34117  0.001921  0.000605  0.005508     3.174
   1.10108  0.05445 -0.02670 -1.31883  0.002233  0.000671  0.003343     3.328
   1.11013  0.06345 -0.02758 -1.29660  0.002615  0.000742  0.001587     3.522
