#    s        x        y     Ue/Vinf    Dstar     Theta      Cf       H
   0.00000  1.00000  0.00126  1.02987  0.054239  0.005418 -0.000190    10.010
   0.00630  0.99392  0.00292  1.03578  0.053415  0.005051 -0.000203    10.576
   0.01727  0.98333  0.00577  1.04699  0.051909  0.004382 -0.000234    11.845
   0.03004  0.97098  0.00904  1.06203  0.050114  0.003539 -0.000248    14.159
   0.04430  0.95718  0.01262  1.08319  0.047958  0.002439 -0.000258    19.667
   0.05958  0.94237  0.01638  1.08394  0.046388  0.002405 -0.000428    19.284
   0.07546  0.92696  0.02021  1.08401  0.044664  0.002405 -0.000429    18.572
   0.09164  0.91123  0.02403  1.08407  0.042837  0.002405 -0.000429    17.811
   0.10799  0.89533  0.02780  1.08413  0.040955  0.002405 -0.000430    17.026
   0.12441  0.87933  0.03149  1.08420  0.039042  0.002406 -0.000432    16.228
   0.14087  0.86327  0.03511  1.08427  0.037122  0.002406 -0.000433    15.430
   0.15734  0.84718  0.03864  1.08437  0.035206  0.002405 -0.000434    14.637
   0.17383  0.83106  0.04208  1.08448  0.033304  0.002404 -0.000436    13.852
   0.19032  0.81492  0.04544  1.08463  0.031424  0.002402 -0.000439    13.082
   0.20680  0.79875  0.04870  1.08482  0.029576  0.002399 -0.000442    12.329
   0.22329  0.78258  0.05188  1.08507  0.027761  0.002395 -0.000445    11.594
   0.23978  0.76638  0.05496  1.08538  0.025988  0.002389 -0.000449    10.881
   0.25626  0.75017  0.05796  1.08578  0.024261  0.002381 -0.000455    10.190
   0.27274  0.73395  0.06086  1.08628  0.022587  0.002371 -0.000461     9.526
   0.28921  0.71772  0.06368  1.08690  0.020968  0.002359 -0.000469     8.888
   0.30568  0.70148  0.06640  1.08768  0.019411  0.002345 -0.000479     8.279
   0.32214  0.68523  0.06902  1.08864  0.017918  0.002327 -0.000490     7.699
   0.33859  0.66898  0.07155  1.08982  0.016497  0.002307 -0.000505     7.151
   0.35503  0.65272  0.07398  1.09128  0.015149  0.002283 -0.000524     6.634
   0.37146  0.63645  0.07632  1.09305  0.013880  0.002256 -0.000546     6.152
   0.38788  0.62019  0.07855  1.09521  0.012692  0.002225 -0.000571     5.705
   0.40429  0.60392  0.08069  1.09782  0.011592  0.002189 -0.000584     5.294
   0.42068  0.58766  0.08272  1.10093  0.010576  0.002150 -0.000577     4.920
   0.43705  0.57140  0.08465  1.10460  0.009652  0.002106 -0.000524     4.584
   0.45341  0.55514  0.08647  1.10883  0.008813  0.002058 -0.000406     4.283
   0.46975  0.53889  0.08818  1.11354  0.008061  0.002007 -0.000210     4.017
   0.48606  0.52265  0.08978  1.11878  0.007391  0.001952  0.000063     3.786
   0.50236  0.50642  0.09127  1.12458  0.006799  0.001894  0.000402     3.589
   0.51863  0.49021  0.09264  1.13086  0.006278  0.001833  0.000792     3.424
   0.53487  0.47402  0.09390  1.13750  0.005819  0.001771  0.001220     3.286
   0.55108  0.45785  0.09503  1.14436  0.005410  0.001707  0.001685     3.169
   0.56725  0.44172  0.09603  1.15132  0.005042  0.001643  0.002183     3.068
   0.58335  0.42564  0.09690  1.15830  0.004703  0.001580  0.002730     2.978
   0.59935  0.40965  0.09765  1.16522  0.004383  0.001516  0.003352     2.891
