NACA 4412                                       
 Alfa =  18.50000 Re =    20000.000 Xflap,Yflap =     0.000000    0.000000
#    x        y        Cp  
   1.00000  0.00126 -0.56806
   0.99392  0.00292 -0.56959
   0.98333  0.00577 -0.57229
   0.97098  0.00904 -0.57548
   0.95718  0.01262 -0.57910
   0.94237  0.01638 -0.58306
   0.92696  0.02021 -0.58729
   0.91123  0.02403 -0.59170
   0.89533  0.02780 -0.59629
   0.87933  0.03149 -0.60103
   0.86327  0.03511 -0.60593
   0.84718  0.03864 -0.61098
   0.83106  0.04208 -0.61621
   0.81492  0.04544 -0.62161
   0.79875  0.04870 -0.62721
   0.78258  0.05188 -0.63300
   0.76638  0.05496 -0.63902
   0.75017  0.05796 -0.64528
   0.73395  0.06086 -0.65179
   0.71772  0.06368 -0.65858
   0.70148  0.06640 -0.66567
   0.68523  0.06902 -0.67309
   0.66898  0.07155 -0.68087
   0.65272  0.07398 -0.68905
   0.63645  0.07632 -0.69767
   0.62019  0.07855 -0.70685
   0.60392  0.08069 -0.71669
   0.58766  0.08272 -0.72718
   0.57140  0.08465 -0.73840
   0.55514  0.08647 -0.75047
   0.53889  0.08818 -0.76355
   0.52265  0.08978 -0.77783
   0.50642  0.09127 -0.79360
   0.49021  0.09264 -0.81127
   0.47402  0.09390 -0.83140
   0.45785  0.09503 -0.85512
   0.44172  0.09603 -0.88518
   0.42564  0.09690 -0.93691
   0.40965  0.09765 -0.93824
   0.39382  0.09824 -0.93901
   0.37817  0.09865 -0.93978
   0.36263  0.09885 -0.94058
   0.34716  0.09884 -0.94140
   0.33174  0.09863 -0.94226
   0.31639  0.09821 -0.94316
   0.30109  0.09757 -0.94411
   0.28586  0.09672 -0.94510
   0.27069  0.09564 -0.94616
   0.25561  0.09433 -0.94728
   0.24061  0.09280 -0.94848
   0.22571  0.09103 -0.94976
   0.21092  0.08902 -0.95114
   0.19626  0.08678 -0.95264
   0.18175  0.08429 -0.95428
   0.16741  0.08155 -0.95608
   0.15327  0.07856 -0.95807
   0.13937  0.07533 -0.96031
   0.12576  0.07185 -0.96283
   0.11254  0.06815 -0.96573
   0.09978  0.06426 -0.96911
   0.08762  0.06020 -0.97310
   0.07622  0.05606 -0.97789
   0.06572  0.05190 -0.98375
   0.05625  0.04782 -0.99101
   0.04786  0.04389 -1.00013
   0.04055  0.04017 -1.01170
   0.03423  0.03668 -1.02647
   0.02879  0.03343 -1.04539
   0.02411  0.03040 -1.06968
   0.02008  0.02756 -1.10098
   0.01660  0.02489 -1.14138
   0.01357  0.02236 -1.19292
   0.01095  0.01995 -1.25598
   0.00867  0.01764 -1.33090
   0.00671  0.01541 -1.41625
   0.00502  0.01324 -1.50562
   0.00360  0.01113 -1.58904
   0.00242  0.00906 -1.65215
   0.00148  0.00703 -1.68133
   0.00077  0.00504 -1.65784
   0.00029  0.00309 -1.57343
   0.00004  0.00120 -1.41828
   0.00001 -0.00064 -1.20610
   0.00020 -0.00249 -0.92674
   0.00065 -0.00436 -0.59196
   0.00137 -0.00623 -0.22818
   0.00239 -0.00805  0.11733
   0.00369 -0.00980  0.41021
   0.00527 -0.01148  0.63690
   0.00712 -0.01307  0.79612
   0.00925 -0.01459  0.90065
   0.01167 -0.01603  0.96283
   0.01438 -0.01741  0.99223
   0.01744 -0.01873  0.99992
   0.02087 -0.02000  0.99118
   0.02476 -0.02123  0.97140
   0.02916 -0.02242  0.94305
   0.03419 -0.02357  0.90960
   0.03998 -0.02467  0.87160
   0.04667 -0.02572  0.83070
   0.05445 -0.02670  0.78837
   0.06345 -0.02758  0.74537
   0.07377 -0.02833  0.70289
   0.08543 -0.02891  0.66208
   0.09832 -0.02929  0.62418
   0.11223 -0.02947  0.58963
   0.12696 -0.02945  0.55826
   0.14228 -0.02924  0.53064
   0.15806 -0.02887  0.50593
   0.17418 -0.02837  0.48392
   0.19056 -0.02776  0.46413
   0.20714 -0.02707  0.44625
   0.22389 -0.02630  0.42975
   0.24078 -0.02549  0.41466
   0.25777 -0.02465  0.40038
   0.27484 -0.02379  0.38698
   0.29194 -0.02292  0.37402
   0.30901 -0.02207  0.36158
   0.32603 -0.02124  0.34936
   0.34301 -0.02043  0.33718
   0.35994 -0.01967  0.32481
   0.37686 -0.01894  0.31206
   0.39378 -0.01827  0.29845
   0.41076 -0.01762  0.28368
   0.42781 -0.01697  0.26928
   0.44491 -0.01629  0.25548
   0.46204 -0.01560  0.24214
   0.47921 -0.01490  0.22929
   0.49639 -0.01420  0.21679
   0.51357 -0.01350  0.20460
   0.53074 -0.01280  0.19258
   0.54790 -0.01211  0.18065
   0.56503 -0.01143  0.16872
   0.58215 -0.01076  0.15682
   0.59926 -0.01011  0.14465
   0.61635 -0.00947  0.13244
   0.63342 -0.00885  0.11985
   0.65049 -0.00825  0.10695
   0.66755 -0.00768  0.09373
   0.68459 -0.00712  0.07997
   0.70164 -0.00659  0.06577
   0.71867 -0.00608  0.05086
   0.73570 -0.00560  0.03534
   0.75273 -0.00514  0.01896
   0.76976 -0.00471  0.00181
   0.78678 -0.00431 -0.01643
   0.80381 -0.00393 -0.03577
   0.82084 -0.00357 -0.05651
   0.83786 -0.00324 -0.07877
   0.85489 -0.00294 -0.10291
   0.87190 -0.00266 -0.12920
