NACA 4412                                       
 Alfa =   6.85000 Re =    60000.000 Xflap,Yflap =     0.000000    0.000000
#    x        y        Cp  
   1.00000  0.00126 -0.02181
   0.99392  0.00292 -0.02512
   0.98333  0.00577 -0.03109
   0.97098  0.00904 -0.03844
   0.95718  0.01262 -0.04728
   0.94237  0.01638 -0.05763
   0.92696  0.02021 -0.06950
   0.91123  0.02403 -0.08277
   0.89533  0.02780 -0.09723
   0.87933  0.03149 -0.11287
   0.86327  0.03511 -0.12975
   0.84718  0.03864 -0.14795
   0.83106  0.04208 -0.16756
   0.81492  0.04544 -0.18875
   0.79875  0.04870 -0.21168
   0.78258  0.05188 -0.23662
   0.76638  0.05496 -0.26415
   0.75017  0.05796 -0.29503
   0.73395  0.06086 -0.32936
   0.71772  0.06368 -0.36709
   0.70148  0.06640 -0.40827
   0.68523  0.06902 -0.45325
   0.66898  0.07155 -0.50267
   0.65272  0.07398 -0.55749
   0.63645  0.07632 -0.61987
   0.62019  0.07855 -0.69204
   0.60392  0.08069 -0.77866
   0.58766  0.08272 -0.87555
   0.57140  0.08465 -0.87752
   0.55514  0.08647 -0.87926
   0.53889  0.08818 -0.88086
   0.52265  0.08978 -0.88239
   0.50642  0.09127 -0.88390
   0.49021  0.09264 -0.88544
   0.47402  0.09390 -0.88706
   0.45785  0.09503 -0.88882
   0.44172  0.09603 -0.89080
   0.42564  0.09690 -0.89311
   0.40965  0.09765 -0.89588
   0.39382  0.09824 -0.89926
   0.37817  0.09865 -0.90362
   0.36263  0.09885 -0.90930
   0.34716  0.09884 -0.91670
   0.33174  0.09863 -0.92629
   0.31639  0.09821 -0.93863
   0.30109  0.09757 -0.95423
   0.28586  0.09672 -0.97341
   0.27069  0.09564 -0.99579
   0.25561  0.09433 -1.02176
   0.24061  0.09280 -1.05115
   0.22571  0.09103 -1.08282
   0.21092  0.08902 -1.11544
   0.19626  0.08678 -1.14784
   0.18175  0.08429 -1.17921
   0.16741  0.08155 -1.20931
   0.15327  0.07856 -1.23781
   0.13937  0.07533 -1.26504
   0.12576  0.07185 -1.29112
   0.11254  0.06815 -1.31627
   0.09978  0.06426 -1.34105
   0.08762  0.06020 -1.36557
   0.07622  0.05606 -1.39020
   0.06572  0.05190 -1.41495
   0.05625  0.04782 -1.43995
   0.04786  0.04389 -1.46469
   0.04055  0.04017 -1.48884
   0.03423  0.03668 -1.51183
   0.02879  0.03343 -1.53316
   0.02411  0.03040 -1.55230
   0.02008  0.02756 -1.56766
   0.01660  0.02489 -1.57872
   0.01357  0.02236 -1.58331
   0.01095  0.01995 -1.58008
   0.00867  0.01764 -1.56501
   0.00671  0.01541 -1.53619
   0.00502  0.01324 -1.48674
   0.00360  0.01113 -1.41285
   0.00242  0.00906 -1.30633
   0.00148  0.00703 -1.16074
   0.00077  0.00504 -0.97254
   0.00029  0.00309 -0.73979
   0.00004  0.00120 -0.47453
   0.00001 -0.00064 -0.19634
   0.00020 -0.00249  0.09541
   0.00065 -0.00436  0.38262
   0.00137 -0.00623  0.63388
   0.00239 -0.00805  0.82054
   0.00369 -0.00980  0.93856
   0.00527 -0.01148  0.99168
   0.00712 -0.01307  0.99796
   0.00925 -0.01459  0.97256
   0.01167 -0.01603  0.92940
   0.01438 -0.01741  0.87623
   0.01744 -0.01873  0.81901
   0.02087 -0.02000  0.76078
   0.02476 -0.02123  0.70358
   0.02916 -0.02242  0.64865
   0.03419 -0.02357  0.59693
   0.03998 -0.02467  0.54781
   0.04667 -0.02572  0.50203
   0.05445 -0.02670  0.46006
   0.06345 -0.02758  0.42198
   0.07377 -0.02833  0.38839
   0.08543 -0.02891  0.35941
   0.09832 -0.02929  0.33511
   0.11223 -0.02947  0.31533
   0.12696 -0.02945  0.29944
   0.14228 -0.02924  0.28704
   0.15806 -0.02887  0.27714
   0.17418 -0.02837  0.26949
   0.19056 -0.02776  0.26341
   0.20714 -0.02707  0.25858
   0.22389 -0.02630  0.25462
   0.24078 -0.02549  0.25136
   0.25777 -0.02465  0.24855
   0.27484 -0.02379  0.24605
   0.29194 -0.02292  0.24352
   0.30901 -0.02207  0.24111
   0.32603 -0.02124  0.23850
   0.34301 -0.02043  0.23553
   0.35994 -0.01967  0.23214
   0.37686 -0.01894  0.22808
   0.39378 -0.01827  0.22299
   0.41076 -0.01762  0.21654
   0.42781 -0.01697  0.21083
   0.44491 -0.01629  0.20568
   0.46204 -0.01560  0.20118
   0.47921 -0.01490  0.19708
   0.49639 -0.01420  0.19336
   0.51357 -0.01350  0.19002
   0.53074 -0.01280  0.18685
   0.54790 -0.01211  0.18381
   0.56503 -0.01143  0.18089
   0.58215 -0.01076  0.17804
   0.59926 -0.01011  0.17514
   0.61635 -0.00947  0.17228
   0.63342 -0.00885  0.16925
   0.65049 -0.00825  0.16618
   0.66755 -0.00768  0.16295
   0.68459 -0.00712  0.15954
   0.70164 -0.00659  0.15600
   0.71867 -0.00608  0.15216
   0.73570 -0.00560  0.14815
   0.75273 -0.00514  0.14382
   0.76976 -0.00471  0.13926
   0.78678 -0.00431  0.13430
   0.80381 -0.00393  0.12904
   0.82084 -0.00357  0.12327
   0.83786 -0.00324  0.11709
   0.85489 -0.00294  0.11025
   0.87190 -0.00266  0.10285
   0.88889 -0.00241  0.09472
   0.90581 -0.00218  0.08557
   0.92258 -0.00197  0.07536
   0.93902 -0.00179  0.06383
   0.95483 -0.00163  0.05072
   0.96953 -0.00150  0.03609
   0.98258 -0.00139  0.01936
   0.99368 -0.00131  0.00122
   1.00000 -0.00126 -0.02181
