#    s        x        y     Ue/Vinf    Dstar     Theta      Cf       H
   0.00000  1.00000  0.00126  1.02812  0.054082  0.002450 -0.000233    22.075
   0.00630  0.99392  0.00292  1.02811  0.053216  0.002452 -0.000396    21.705
   0.01727  0.98333  0.00577  1.02807  0.051630  0.002456 -0.000396    21.022
   0.03004  0.97098  0.00904  1.02802  0.049748  0.002461 -0.000396    20.213
   0.04430  0.95718  0.01262  1.02795  0.047639  0.002467 -0.000396    19.311
   0.05958  0.94237  0.01638  1.02789  0.045389  0.002473 -0.000395    18.354
   0.07546  0.92696  0.02021  1.02783  0.043072  0.002479 -0.000396    17.376
   0.09164  0.91123  0.02403  1.02778  0.040741  0.002484 -0.000396    16.400
   0.10799  0.89533  0.02780  1.02775  0.038430  0.002489 -0.000397    15.442
   0.12441  0.87933  0.03149  1.02774  0.036153  0.002492 -0.000398    14.507
   0.14087  0.86327  0.03511  1.02777  0.033928  0.002494 -0.000399    13.603
   0.15734  0.84718  0.03864  1.02783  0.031759  0.002495 -0.000401    12.729
   0.17383  0.83106  0.04208  1.02795  0.029651  0.002494 -0.000404    11.889
   0.19032  0.81492  0.04544  1.02813  0.027610  0.002491 -0.000407    11.083
   0.20680  0.79875  0.04870  1.02840  0.025642  0.002486 -0.000412    10.313
   0.22329  0.78258  0.05188  1.02876  0.023747  0.002479 -0.000417     9.579
   0.23978  0.76638  0.05496  1.02925  0.021931  0.002469 -0.000424     8.883
   0.25626  0.75017  0.05796  1.02990  0.020198  0.002456 -0.000433     8.224
   0.27274  0.73395  0.06086  1.03073  0.018552  0.002440 -0.000444     7.604
   0.28921  0.71772  0.06368  1.03179  0.016996  0.002420 -0.000459     7.023
   0.30568  0.70148  0.06640  1.03312  0.015534  0.002396 -0.000477     6.482
   0.32214  0.68523  0.06902  1.03478  0.014169  0.002369 -0.000498     5.982
   0.33859  0.66898  0.07155  1.03684  0.012905  0.002336 -0.000518     5.523
   0.35503  0.65272  0.07398  1.03934  0.011741  0.002300 -0.000522     5.106
   0.37146  0.63645  0.07632  1.04234  0.010682  0.002258 -0.000494     4.731
   0.38788  0.62019  0.07855  1.04588  0.009724  0.002212 -0.000409     4.397
   0.40429  0.60392  0.08069  1.04988  0.008870  0.002162 -0.000252     4.103
   0.42068  0.58766  0.08272  1.05435  0.008111  0.002109 -0.000017     3.846
   0.43705  0.57140  0.08465  1.05933  0.007447  0.002052  0.000282     3.630
   0.45341  0.55514  0.08647  1.06478  0.006868  0.001991  0.000632     3.450
   0.46975  0.53889  0.08818  1.07056  0.006366  0.001928  0.001013     3.302
   0.48606  0.52265  0.08978  1.07652  0.005932  0.001864  0.001411     3.182
   0.50236  0.50642  0.09127  1.08249  0.005555  0.001801  0.001812     3.084
   0.51863  0.49021  0.09264  1.08838  0.005224  0.001739  0.002214     3.004
   0.53487  0.47402  0.09390  1.09410  0.004931  0.001678  0.002608     2.939
   0.55108  0.45785  0.09503  1.09966  0.004663  0.001618  0.003013     2.882
   0.56725  0.44172  0.09603  1.10500  0.004415  0.001559  0.003430     2.832
   0.58335  0.42564  0.09690  1.11017  0.004177  0.001501  0.003890     2.783
   0.59935  0.40965  0.09765  1.11514  0.003941  0.001443  0.004423     2.732
   0.61519  0.39382  0.09824  1.11999  0.003692  0.001384  0.005127     2.668
   0.63085  0.37817  0.09865  1.12368  0.003479  0.001329  0.005797     2.617
   0.64639  0.36263  0.09885  1.12610  0.003297  0.001279  0.006410     2.578
   0.66187  0.34716  0.09884  1.12738  0.003135  0.001231  0.006994     2.546
   0.67728  0.33174  0.09863  1.12754  0.002989  0.001186  0.007556     2.519
   0.69264  0.31639  0.09821  1.12657  0.002855  0.001144  0.008099     2.496
   0.70795  0.30109  0.09757  1.12443  0.002732  0.001103  0.008625     2.477
   0.72321  0.28586  0.09672  1.12114  0.002616  0.001063  0.009141     2.460
   0.73841  0.27069  0.09564  1.11666  0.002506  0.001025  0.009650     2.445
   0.75355  0.25561  0.09433  1.11093  0.002402  0.000987  0.010153     2.432
   0.76863  0.24061  0.09280  1.10390  0.002301  0.000951  0.010661     2.420
   0.78363  0.22571  0.09103  1.09546  0.002203  0.000915  0.011170     2.409
   0.79855  0.21092  0.08902  1.08548  0.002110  0.000879  0.011664     2.400
   0.81339  0.19626  0.08678  1.07396  0.002017  0.000844  0.012183     2.391
   0.82811  0.18175  0.08429  1.06062  0.001927  0.000809  0.012697     2.383
   0.84271  0.16741  0.08155  1.04537  0.001837  0.000773  0.013225     2.375
   0.85717  0.15327  0.07856  1.02795  0.001749  0.000738  0.013753     2.369
   0.87144  0.13937  0.07533  1.00818  0.001659  0.000703  0.014322     2.361
   0.88548  0.12576  0.07185  0.98563  0.001570  0.000667  0.014886     2.355
   0.89921  0.11254  0.06815  0.96008  0.001483  0.000631  0.015439     2.349
   0.91255  0.09978  0.06426  0.93132  0.001393  0.000595  0.016054     2.342
   0.92536  0.08762  0.06020  0.89883  0.001305  0.000558  0.016635     2.336
   0.93750  0.07622  0.05606  0.86260  0.001217  0.000522  0.017219     2.330
   0.94879  0.06572  0.05190  0.82255  0.001131  0.000487  0.017787     2.323
   0.95911  0.05625  0.04782  0.77878  0.001049  0.000453  0.018274     2.316
   0.96837  0.04786  0.04389  0.73161  0.000970  0.000420  0.018702     2.308
   0.97657  0.04055  0.04017  0.68121  0.000897  0.000390  0.018932     2.302
   0.98379  0.03423  0.03668  0.62775  0.000828  0.000361  0.019085     2.292
   0.99012  0.02879  0.03343  0.57106  0.000767  0.000335  0.018804     2.288
   0.99570  0.02411  0.03040  0.51124  0.000708  0.000311  0.018444     2.277
   1.00063  0.02008  0.02756  0.44732  0.000656  0.000289  0.017478     2.273
   1.00502  0.01660  0.02489  0.37880  0.000605  0.000268  0.016259     2.259
   1.00896  0.01357  0.02236  0.30530  0.000561  0.000248  0.014064     2.264
   1.01253  0.01095  0.01995  0.22431  0.000515  0.000231  0.011594     2.232
   1.01577  0.00867  0.01764  0.13699  0.000487  0.000216  0.007353     2.251
   1.01874  0.00671  0.01541  0.04005  0.000423  0.000190  0.002526     2.230
   1.02149  0.00502  0.01324 -0.06787  0.000423  0.000190  0.004280     2.230
