#    s        x        y     Ue/Vinf    Dstar     Theta      Cf       H
   0.00000  1.00000  0.00126  1.03545  0.055977  0.004162 -0.000236    13.448
   0.00630  0.99392  0.00292  1.04204  0.054999  0.003760 -0.000239    14.626
   0.01727  0.98333  0.00577  1.05513  0.053193  0.002998 -0.000245    17.745
   0.03004  0.97098  0.00904  1.06616  0.051268  0.002399 -0.000420    21.367
   0.04430  0.95718  0.01262  1.06619  0.049561  0.002401 -0.000420    20.643
   0.05958  0.94237  0.01638  1.06620  0.047658  0.002403 -0.000421    19.832
   0.07546  0.92696  0.02021  1.06620  0.045638  0.002406 -0.000421    18.969
   0.09164  0.91123  0.02403  1.06620  0.043558  0.002409 -0.000421    18.083
   0.10799  0.89533  0.02780  1.06621  0.041456  0.002412 -0.000422    17.191
   0.12441  0.87933  0.03149  1.06623  0.039351  0.002414 -0.000423    16.302
   0.14087  0.86327  0.03511  1.06626  0.037262  0.002416 -0.000424    15.425
   0.15734  0.84718  0.03864  1.06631  0.035198  0.002417 -0.000425    14.564
   0.17383  0.83106  0.04208  1.06639  0.033165  0.002417 -0.000427    13.723
   0.19032  0.81492  0.04544  1.06652  0.031171  0.002416 -0.000429    12.904
   0.20680  0.79875  0.04870  1.06669  0.029223  0.002413 -0.000432    12.110
   0.22329  0.78258  0.05188  1.06692  0.027322  0.002409 -0.000436    11.341
   0.23978  0.76638  0.05496  1.06723  0.025476  0.002403 -0.000440    10.601
   0.25626  0.75017  0.05796  1.06763  0.023688  0.002395 -0.000446     9.889
   0.27274  0.73395  0.06086  1.06815  0.021965  0.002385 -0.000453     9.209
   0.28921  0.71772  0.06368  1.06881  0.020309  0.002373 -0.000462     8.560
   0.30568  0.70148  0.06640  1.06964  0.018725  0.002357 -0.000472     7.945
   0.32214  0.68523  0.06902  1.07069  0.017217  0.002338 -0.000486     7.363
   0.33859  0.66898  0.07155  1.07199  0.015790  0.002316 -0.000503     6.818
   0.35503  0.65272  0.07398  1.07360  0.014446  0.002290 -0.000523     6.308
   0.37146  0.63645  0.07632  1.07557  0.013191  0.002260 -0.000548     5.836
   0.38788  0.62019  0.07855  1.07797  0.012026  0.002226 -0.000565     5.402
   0.40429  0.60392  0.08069  1.08087  0.010956  0.002187 -0.000565     5.008
   0.42068  0.58766  0.08272  1.08431  0.009977  0.002144 -0.000524     4.653
   0.43705  0.57140  0.08465  1.08832  0.009096  0.002097 -0.000421     4.338
   0.45341  0.55514  0.08647  1.09281  0.008305  0.002046 -0.000240     4.059
   0.46975  0.53889  0.08818  1.09782  0.007603  0.001992  0.000018     3.816
   0.48606  0.52265  0.08978  1.10339  0.006984  0.001934  0.000346     3.611
   0.50236  0.50642  0.09127  1.10944  0.006442  0.001873  0.000724     3.439
   0.51863  0.49021  0.09264  1.11584  0.005969  0.001810  0.001138     3.297
   0.53487  0.47402  0.09390  1.12244  0.005555  0.001747  0.001575     3.180
   0.55108  0.45785  0.09503  1.12915  0.005184  0.001683  0.002039     3.081
   0.56725  0.44172  0.09603  1.13582  0.004850  0.001619  0.002526     2.995
   0.58335  0.42564  0.09690  1.14242  0.004540  0.001556  0.003055     2.917
   0.59935  0.40965  0.09765  1.14890  0.004245  0.001494  0.003662     2.841
   0.61519  0.39382  0.09824  1.15528  0.003947  0.001431  0.004421     2.758
   0.63085  0.37817  0.09865  1.16065  0.003695  0.001372  0.005157     2.692
   0.64639  0.36263  0.09885  1.16484  0.003481  0.001318  0.005840     2.641
   0.66187  0.34716  0.09884  1.16793  0.003295  0.001267  0.006492     2.600
   0.67728  0.33174  0.09863  1.16988  0.003129  0.001219  0.007114     2.566
   0.69264  0.31639  0.09821  1.17072  0.002979  0.001174  0.007714     2.538
   0.70795  0.30109  0.09757  1.17044  0.002842  0.001131  0.008299     2.514
   0.72321  0.28586  0.09672  1.16901  0.002715  0.001089  0.008871     2.493
   0.73841  0.27069  0.09564  1.16641  0.002595  0.001048  0.009433     2.475
   0.75355  0.25561  0.09433  1.16262  0.002483  0.001009  0.009990     2.460
   0.76863  0.24061  0.09280  1.15758  0.002374  0.000971  0.010555     2.446
   0.78363  0.22571  0.09103  1.15118  0.002271  0.000933  0.011113     2.433
   0.79855  0.21092  0.08902  1.14336  0.002172  0.000896  0.011671     2.423
   0.81339  0.19626  0.08678  1.13407  0.002073  0.000860  0.012257     2.412
   0.82811  0.18175  0.08429  1.12303  0.001979  0.000823  0.012822     2.404
   0.84271  0.16741  0.08155  1.11030  0.001884  0.000787  0.013444     2.394
   0.85717  0.15327  0.07856  1.09544  0.001792  0.000751  0.014041     2.387
   0.87144  0.13937  0.07533  1.07847  0.001699  0.000714  0.014696     2.379
   0.88548  0.12576  0.07185  1.05893  0.001607  0.000677  0.015359     2.372
   0.89921  0.11254  0.06815  1.03664  0.001515  0.000640  0.016061     2.365
   0.91255  0.09978  0.06426  1.01123  0.001423  0.000603  0.016784     2.359
   0.92536  0.08762  0.06020  0.98251  0.001331  0.000566  0.017542     2.352
   0.93750  0.07622  0.05606  0.95024  0.001241  0.000529  0.018326     2.346
   0.94879  0.06572  0.05190  0.91433  0.001152  0.000493  0.019140     2.338
   0.95911  0.05625  0.04782  0.87487  0.001068  0.000458  0.019855     2.332
   0.96837  0.04786  0.04389  0.83233  0.000986  0.000424  0.020623     2.324
   0.97657  0.04055  0.04017  0.78646  0.000911  0.000393  0.021266     2.316
   0.98379  0.03423  0.03668  0.73755  0.000841  0.000364  0.021732     2.309
   0.99012  0.02879  0.03343  0.68563  0.000776  0.000337  0.022062     2.300
   0.99570  0.02411  0.03040  0.63023  0.000717  0.000313  0.022120     2.293
   1.00063  0.02008  0.02756  0.57089  0.000662  0.000290  0.021887     2.284
   1.00502  0.01660  0.02489  0.50678  0.000611  0.000268  0.021219     2.275
   1.00896  0.01357  0.02236  0.43735  0.000564  0.000249  0.019938     2.269
   1.01253  0.01095  0.01995  0.36124  0.000519  0.000230  0.018098     2.257
   1.01577  0.00867  0.01764  0.27670  0.000482  0.000215  0.015092     2.245
   1.01874  0.00671  0.01541  0.18539  0.000443  0.000197  0.010888     2.255
   1.02149  0.00502  0.01324  0.07983  0.000393  0.000176  0.005409     2.230
   1.02404  0.00360  0.01113 -0.03593  0.000393  0.000176  0.002436     2.230
   1.02642  0.00242  0.00906 -0.16210  0.000349  0.000158  0.012505     2.218
   1.02866  0.00148  0.00703 -0.30504  0.000326  0.000147  0.025114     2.221
   1.03077  0.00077  0.00504 -0.45851  0.000309  0.000139  0.040147     2.214
   1.03277  0.00029  0.00309 -0.61965  0.000296  0.000134  0.056475     2.216
   1.03468  0.00004  0.00120 -0.78588  0.000286  0.000129  0.074363     2.214
   1.03651  0.00001 -0.00064 -0.94963  0.000283  0.000127  0.089984     2.225
   1.03838  0.00020 -0.00249 -1.11345  0.000283  0.000127  0.104625     2.231
   1.04030  0.00065 -0.00436 -1.26895  0.000293  0.000130  0.113324     2.252
   1.04230  0.00137 -0.00623 -1.40088  0.000314  0.000137  0.113263     2.285
   1.04439  0.00239 -0.00805 -1.50178  0.000346  0.000149  0.106224     2.323
   1.04657  0.00369 -0.00980 -1.56872  0.000393  0.000165  0.092687     2.377
   1.04888  0.00527 -0.01148 -1.60630  0.000453  0.000186  0.077582     2.436
   1.05132  0.00712 -0.01307 -1.62113  0.000527  0.000210  0.062420     2.507
   1.05393  0.00925 -0.01459 -1.61947  0.000618  0.000239  0.048593     2.588
   1.05675  0.01167 -0.01603 -1.60678  0.000727  0.000271  0.036797     2.681
   1.05979  0.01438 -0.01741 -1.58686  0.000857  0.000307  0.026831     2.790
   1.06312  0.01744 -0.01873 -1.56230  0.001015  0.000347  0.018436     2.926
   1.06679  0.02087 -0.02000 -1.53527  0.001209  0.000391  0.011570     3.096
   1.07086  0.02476 -0.02123 -1.50756  0.001449  0.000437  0.006096     3.314
   1.07542  0.02916 -0.02242 -1.48070  0.001756  0.000487  0.001858     3.609
   1.08058  0.03419 -0.02357 -1.45613  0.002146  0.000537 -0.000940     3.999
   1.08647  0.03998 -0.02467 -1.43444  0.002641  0.000587 -0.002315     4.501
   1.09325  0.04667 -0.02572 -1.41608  0.003271  0.000636 -0.002576     5.140
   1.10108  0.05445 -0.02670 -1.40127  0.004056  0.000684 -0.002344     5.932
   1.11013  0.06345 -0.02758 -1.38957  0.005011  0.000728 -0.002065     6.881
   1.12048  0.07377 -0.02833 -1.38036  0.006135  0.000770 -0.001865     7.968
   1.13215  0.08543 -0.02891 -1.37304  0.007400  0.000809 -0.001719     9.150
