#    s        x        y     Ue/Vinf    Dstar     Theta      Cf       H
   0.00000  1.00000  0.00126  1.03250  0.054410  0.002437 -0.000235    22.330
   0.00630  0.99392  0.00292  1.03248  0.053538  0.002438 -0.000400    21.956
   0.01727  0.98333  0.00577  1.03244  0.051945  0.002443 -0.000400    21.265
   0.03004  0.97098  0.00904  1.03239  0.050057  0.002448 -0.000399    20.448
   0.04430  0.95718  0.01262  1.03233  0.047944  0.002454 -0.000399    19.538
   0.05958  0.94237  0.01638  1.03226  0.045689  0.002460 -0.000399    18.573
   0.07546  0.92696  0.02021  1.03220  0.043367  0.002466 -0.000399    17.586
   0.09164  0.91123  0.02403  1.03215  0.041030  0.002471 -0.000399    16.602
   0.10799  0.89533  0.02780  1.03211  0.038714  0.002476 -0.000400    15.636
   0.12441  0.87933  0.03149  1.03210  0.036431  0.002480 -0.000401    14.692
   0.14087  0.86327  0.03511  1.03212  0.034198  0.002482 -0.000402    13.779
   0.15734  0.84718  0.03864  1.03218  0.032021  0.002483 -0.000404    12.897
   0.17383  0.83106  0.04208  1.03229  0.029905  0.002482 -0.000407    12.047
   0.19032  0.81492  0.04544  1.03246  0.027855  0.002480 -0.000410    11.233
   0.20680  0.79875  0.04870  1.03271  0.025877  0.002475 -0.000415    10.455
   0.22329  0.78258  0.05188  1.03306  0.023971  0.002468 -0.000420     9.712
   0.23978  0.76638  0.05496  1.03354  0.022144  0.002459 -0.000427     9.007
   0.25626  0.75017  0.05796  1.03416  0.020399  0.002446 -0.000435     8.339
   0.27274  0.73395  0.06086  1.03497  0.018741  0.002431 -0.000446     7.710
   0.28921  0.71772  0.06368  1.03600  0.017171  0.002411 -0.000460     7.121
   0.30568  0.70148  0.06640  1.03729  0.015695  0.002388 -0.000478     6.571
   0.32214  0.68523  0.06902  1.03891  0.014316  0.002361 -0.000499     6.062
   0.33859  0.66898  0.07155  1.04092  0.013037  0.002330 -0.000520     5.596
   0.35503  0.65272  0.07398  1.04337  0.011858  0.002294 -0.000528     5.170
   0.37146  0.63645  0.07632  1.04632  0.010784  0.002253 -0.000507     4.787
   0.38788  0.62019  0.07855  1.04981  0.009812  0.002207 -0.000431     4.446
   0.40429  0.60392  0.08069  1.05380  0.008943  0.002158 -0.000283     4.145
   0.42068  0.58766  0.08272  1.05823  0.008171  0.002105 -0.000057     3.881
   0.43705  0.57140  0.08465  1.06319  0.007495  0.002049  0.000237     3.659
   0.45341  0.55514  0.08647  1.06864  0.006905  0.001988  0.000586     3.473
   0.46975  0.53889  0.08818  1.07445  0.006394  0.001926  0.000969     3.321
   0.48606  0.52265  0.08978  1.08045  0.005952  0.001862  0.001371     3.197
   0.50236  0.50642  0.09127  1.08650  0.005568  0.001798  0.001779     3.096
   0.51863  0.49021  0.09264  1.09247  0.005232  0.001736  0.002185     3.014
   0.53487  0.47402  0.09390  1.09828  0.004935  0.001675  0.002587     2.947
   0.55108  0.45785  0.09503  1.10393  0.004663  0.001615  0.002999     2.888
   0.56725  0.44172  0.09603  1.10938  0.004412  0.001556  0.003425     2.836
   0.58335  0.42564  0.09690  1.11462  0.004172  0.001497  0.003889     2.787
   0.59935  0.40965  0.09765  1.11969  0.003934  0.001439  0.004433     2.734
   0.61519  0.39382  0.09824  1.12461  0.003684  0.001380  0.005144     2.671
   0.63085  0.37817  0.09865  1.12836  0.003471  0.001325  0.005818     2.620
   0.64639  0.36263  0.09885  1.13088  0.003287  0.001274  0.006447     2.580
