#    s        x        y     Ue/Vinf    Dstar     Theta      Cf       H
   0.00000  1.00000  0.00126  1.02652  0.053713  0.006227 -0.000169     8.625
   0.00630  0.99392  0.00292  1.03178  0.052959  0.005893 -0.000178     8.987
   0.01727  0.98333  0.00577  1.04155  0.051583  0.005296 -0.000197     9.740
   0.03004  0.97098  0.00904  1.05411  0.049985  0.004569 -0.000228    10.940
   0.04430  0.95718  0.01262  1.07023  0.048172  0.003696 -0.000252    13.034
   0.05958  0.94237  0.01638  1.09156  0.046103  0.002629 -0.000262    17.535
   0.07546  0.92696  0.02021  1.09671  0.044471  0.002395 -0.000435    18.568
   0.09164  0.91123  0.02403  1.09683  0.042855  0.002393 -0.000437    17.910
   0.10799  0.89533  0.02780  1.09693  0.041142  0.002391 -0.000438    17.205
   0.12441  0.87933  0.03149  1.09703  0.039369  0.002390 -0.000439    16.471
   0.14087  0.86327  0.03511  1.09714  0.037567  0.002389 -0.000441    15.725
   0.15734  0.84718  0.03864  1.09726  0.035750  0.002388 -0.000442    14.973
   0.17383  0.83106  0.04208  1.09739  0.033932  0.002386 -0.000444    14.222
   0.19032  0.81492  0.04544  1.09755  0.032122  0.002383 -0.000446    13.478
   0.20680  0.79875  0.04870  1.09775  0.030332  0.002380 -0.000449    12.745
   0.22329  0.78258  0.05188  1.09799  0.028564  0.002376 -0.000452    12.024
   0.23978  0.76638  0.05496  1.09828  0.026827  0.002370 -0.000456    11.320
   0.25626  0.75017  0.05796  1.09865  0.025126  0.002363 -0.000461    10.635
   0.27274  0.73395  0.06086  1.09911  0.023469  0.002354 -0.000467     9.971
   0.28921  0.71772  0.06368  1.09968  0.021859  0.002343 -0.000474     9.330
   0.30568  0.70148  0.06640  1.10038  0.020301  0.002330 -0.000482     8.714
   0.32214  0.68523  0.06902  1.10124  0.018799  0.002314 -0.000493     8.123
   0.33859  0.66898  0.07155  1.10229  0.017362  0.002296 -0.000506     7.562
   0.35503  0.65272  0.07398  1.10358  0.015989  0.002275 -0.000522     7.030
