#    s        x        y     Ue/Vinf    Dstar     Theta      Cf       H
   0.00000  1.00000  0.00126  1.02714  0.050380  0.002503 -0.000232    20.129
   0.00630  0.99392  0.00292  1.02713  0.049540  0.002504 -0.000389    19.781
   0.01727  0.98333  0.00577  1.02710  0.048000  0.002508 -0.000389    19.137
   0.03004  0.97098  0.00904  1.02706  0.046176  0.002513 -0.000389    18.376
   0.04430  0.95718  0.01262  1.02701  0.044138  0.002518 -0.000389    17.530
   0.05958  0.94237  0.01638  1.02696  0.041967  0.002523 -0.000389    16.635
   0.07546  0.92696  0.02021  1.02692  0.039736  0.002527 -0.000390    15.722
   0.09164  0.91123  0.02403  1.02690  0.037497  0.002531 -0.000391    14.814
   0.10799  0.89533  0.02780  1.02691  0.035284  0.002534 -0.000392    13.924
   0.12441  0.87933  0.03149  1.02695  0.033110  0.002536 -0.000394    13.058
   0.14087  0.86327  0.03511  1.02703  0.030991  0.002536 -0.000396    12.222
   0.15734  0.84718  0.03864  1.02717  0.028931  0.002534 -0.000399    11.417
   0.17383  0.83106  0.04208  1.02739  0.026937  0.002530 -0.000403    10.646
   0.19032  0.81492  0.04544  1.02768  0.025014  0.002524 -0.000407     9.909
   0.20680  0.79875  0.04870  1.02809  0.023167  0.002516 -0.000413     9.208
   0.22329  0.78258  0.05188  1.02863  0.021397  0.002505 -0.000421     8.542
   0.23978  0.76638  0.05496  1.02933  0.019711  0.002491 -0.000430     7.913
   0.25626  0.75017  0.05796  1.03023  0.018111  0.002474 -0.000443     7.321
   0.27274  0.73395  0.06086  1.03136  0.016601  0.002453 -0.000458     6.769
   0.28921  0.71772  0.06368  1.03277  0.015184  0.002428 -0.000477     6.254
   0.30568  0.70148  0.06640  1.03452  0.013865  0.002399 -0.000498     5.780
   0.32214  0.68523  0.06902  1.03667  0.012643  0.002365 -0.000511     5.345
   0.33859  0.66898  0.07155  1.03927  0.011524  0.002327 -0.000506     4.952
   0.35503  0.65272  0.07398  1.04236  0.010504  0.002284 -0.000460     4.598
   0.37146  0.63645  0.07632  1.04595  0.009586  0.002238 -0.000353     4.284
   0.38788  0.62019  0.07855  1.04995  0.008765  0.002188 -0.000173     4.007
   0.40429  0.60392  0.08069  1.05441  0.008041  0.002134  0.000076     3.768
   0.42068  0.58766  0.08272  1.05937  0.007404  0.002076  0.000385     3.566
   0.43705  0.57140  0.08465  1.06474  0.006852  0.002016  0.000733     3.399
   0.45341  0.55514  0.08647  1.07037  0.006372  0.001953  0.001107     3.262
   0.46975  0.53889  0.08818  1.07611  0.005957  0.001891  0.001490     3.151
   0.48606  0.52265  0.08978  1.08183  0.005595  0.001829  0.001876     3.060
   0.50236  0.50642  0.09127  1.08743  0.005278  0.001768  0.002254     2.986
   0.51863  0.49021  0.09264  1.09286  0.004996  0.001708  0.002626     2.925
   0.53487  0.47402  0.09390  1.09805  0.004744  0.001650  0.002988     2.875
   0.55108  0.45785  0.09503  1.10308  0.004508  0.001593  0.003363     2.830
   0.56725  0.44172  0.09603  1.10788  0.004287  0.001537  0.003750     2.789
   0.58335  0.42564  0.09690  1.11252  0.004070  0.001481  0.004181     2.749
   0.59935  0.40965  0.09765  1.11699  0.003853  0.001425  0.004692     2.704
   0.61519  0.39382  0.09824  1.12136  0.003618  0.001368  0.005379     2.646
   0.63085  0.37817  0.09865  1.12454  0.003417  0.001315  0.006029     2.599
   0.64639  0.36263  0.09885  1.12648  0.003244  0.001266  0.006628     2.563
   0.66187  0.34716  0.09884  1.12728  0.003090  0.001220  0.007197     2.533
   0.67728  0.33174  0.09863  1.12694  0.002950  0.001176  0.007743     2.509
   0.69264  0.31639  0.09821  1.12548  0.002821  0.001134  0.008270     2.487
   0.70795  0.30109  0.09757  1.12288  0.002701  0.001094  0.008782     2.469
   0.72321  0.28586  0.09672  1.11914  0.002589  0.001055  0.009288     2.453
   0.73841  0.27069  0.09564  1.11419  0.002482  0.001018  0.009786     2.439
   0.75355  0.25561  0.09433  1.10799  0.002380  0.000981  0.010276     2.427
   0.76863  0.24061  0.09280  1.10050  0.002281  0.000945  0.010774     2.415
   0.78363  0.22571  0.09103  1.09157  0.002186  0.000909  0.011264     2.405
   0.79855  0.21092  0.08902  1.08116  0.002094  0.000874  0.011758     2.396
