NACA 4412                                       
 Alfa =   5.75000 Re =    60000.000 Xflap,Yflap =     0.000000    0.000000
#    x        y        Cp  
   1.00000  0.00126 -0.00727
   0.99392  0.00292 -0.01123
   0.98333  0.00577 -0.01840
   0.97098  0.00904 -0.02729
   0.95718  0.01262 -0.03799
   0.94237  0.01638 -0.05044
   0.92696  0.02021 -0.06448
   0.91123  0.02403 -0.07992
   0.89533  0.02780 -0.09672
   0.87933  0.03149 -0.11493
   0.86327  0.03511 -0.13466
   0.84718  0.03864 -0.15609
   0.83106  0.04208 -0.17965
   0.81492  0.04544 -0.20575
   0.79875  0.04870 -0.23467
   0.78258  0.05188 -0.26651
   0.76638  0.05496 -0.30134
   0.75017  0.05796 -0.33935
   0.73395  0.06086 -0.38089
   0.71772  0.06368 -0.42655
   0.70148  0.06640 -0.47721
   0.68523  0.06902 -0.53481
   0.66898  0.07155 -0.60139
   0.65272  0.07398 -0.68106
   0.63645  0.07632 -0.77461
   0.62019  0.07855 -0.77639
   0.60392  0.08069 -0.77798
   0.58766  0.08272 -0.77944
   0.57140  0.08465 -0.78084
   0.55514  0.08647 -0.78222
   0.53889  0.08818 -0.78361
   0.52265  0.08978 -0.78507
   0.50642  0.09127 -0.78663
   0.49021  0.09264 -0.78837
   0.47402  0.09390 -0.79033
   0.45785  0.09503 -0.79263
   0.44172  0.09603 -0.79537
   0.42564  0.09690 -0.79873
   0.40965  0.09765 -0.80290
   0.39382  0.09824 -0.80814
   0.37817  0.09865 -0.81497
   0.36263  0.09885 -0.82385
   0.34716  0.09884 -0.83530
   0.33174  0.09863 -0.84981
   0.31639  0.09821 -0.86758
   0.30109  0.09757 -0.88827
   0.28586  0.09672 -0.91234
   0.27069  0.09564 -0.93949
   0.25561  0.09433 -0.96849
   0.24061  0.09280 -0.99798
   0.22571  0.09103 -1.02673
   0.21092  0.08902 -1.05405
   0.19626  0.08678 -1.07943
   0.18175  0.08429 -1.10272
   0.16741  0.08155 -1.12393
   0.15327  0.07856 -1.14302
   0.13937  0.07533 -1.16039
   0.12576  0.07185 -1.17587
   0.11254  0.06815 -1.18987
   0.09978  0.06426 -1.20266
   0.08762  0.06020 -1.21417
   0.07622  0.05606 -1.22486
   0.06572  0.05190 -1.23458
   0.05625  0.04782 -1.24335
   0.04786  0.04389 -1.25116
   0.04055  0.04017 -1.25727
   0.03423  0.03668 -1.26180
   0.02879  0.03343 -1.26406
   0.02411  0.03040 -1.26323
   0.02008  0.02756 -1.25787
   0.01660  0.02489 -1.24781
   0.01357  0.02236 -1.23038
   0.01095  0.01995 -1.20495
   0.00867  0.01764 -1.16764
   0.00671  0.01541 -1.11591
   0.00502  0.01324 -1.04525
   0.00360  0.01113 -0.95204
   0.00242  0.00906 -0.82949
   0.00148  0.00703 -0.67537
   0.00077  0.00504 -0.48748
   0.00029  0.00309 -0.26799
   0.00004  0.00120 -0.02891
   0.00001 -0.00064  0.21112
   0.00020 -0.00249  0.44843
   0.00065 -0.00436  0.66708
   0.00137 -0.00623  0.83823
   0.00239 -0.00805  0.94960
   0.00369 -0.00980  0.99619
   0.00527 -0.01148  0.99302
   0.00712 -0.01307  0.95538
   0.00925 -0.01459  0.89955
   0.01167 -0.01603  0.83380
   0.01438 -0.01741  0.76645
   0.01744 -0.01873  0.70033
   0.02087 -0.02000  0.63728
   0.02476 -0.02123  0.57849
   0.02916 -0.02242  0.52403
   0.03419 -0.02357  0.47417
   0.03998 -0.02467  0.42859
   0.04667 -0.02572  0.38740
   0.05445 -0.02670  0.35057
   0.06345 -0.02758  0.31840
   0.07377 -0.02833  0.29077
   0.08543 -0.02891  0.26782
   0.09832 -0.02929  0.24947
   0.11223 -0.02947  0.23521
   0.12696 -0.02945  0.22460
   0.14228 -0.02924  0.21686
   0.15806 -0.02887  0.21124
   0.17418 -0.02837  0.20739
   0.19056 -0.02776  0.20478
   0.20714 -0.02707  0.20305
   0.22389 -0.02630  0.20205
   0.24078 -0.02549  0.20140
   0.25777 -0.02465  0.20098
   0.27484 -0.02379  0.20069
   0.29194 -0.02292  0.20020
   0.30901 -0.02207  0.19965
   0.32603 -0.02124  0.19875
   0.34301 -0.02043  0.19742
   0.35994 -0.01967  0.19549
   0.37686 -0.01894  0.19287
   0.39378 -0.01827  0.18911
   0.41076 -0.01762  0.18402
   0.42781 -0.01697  0.17958
   0.44491 -0.01629  0.17564
   0.46204 -0.01560  0.17227
   0.47921 -0.01490  0.16927
   0.49639 -0.01420  0.16661
   0.51357 -0.01350  0.16429
   0.53074 -0.01280  0.16212
   0.54790 -0.01211  0.16006
   0.56503 -0.01143  0.15809
   0.58215 -0.01076  0.15619
   0.59926 -0.01011  0.15424
   0.61635 -0.00947  0.15230
   0.63342 -0.00885  0.15019
   0.65049 -0.00825  0.14804
   0.66755 -0.00768  0.14572
   0.68459 -0.00712  0.14324
   0.70164 -0.00659  0.14062
   0.71867 -0.00608  0.13772
   0.73570 -0.00560  0.13465
   0.75273 -0.00514  0.13129
   0.76976 -0.00471  0.12770
   0.78678 -0.00431  0.12375
   0.80381 -0.00393  0.11951
   0.82084 -0.00357  0.11482
   0.83786 -0.00324  0.10976
   0.85489 -0.00294  0.10409
   0.87190 -0.00266  0.09795
   0.88889 -0.00241  0.09114
   0.90581 -0.00218  0.08345
   0.92258 -0.00197  0.07484
   0.93902 -0.00179  0.06508
   0.95483 -0.00163  0.05396
   0.96953 -0.00150  0.04156
   0.98258 -0.00139  0.02740
   0.99368 -0.00131  0.01214
   1.00000 -0.00126 -0.00727
