NACA 4412                                       
 Alfa =  -0.95000 Re =    60000.000 Xflap,Yflap =     0.000000    0.000000
#    x        y        Cp  
   1.00000  0.00126 -0.03925
   0.99392  0.00292 -0.04918
   0.98333  0.00577 -0.06747
   0.97098  0.00904 -0.09083
   0.95718  0.01262 -0.12014
   0.94237  0.01638 -0.15605
   0.92696  0.02021 -0.20061
   0.91123  0.02403 -0.25610
   0.89533  0.02780 -0.25662
   0.87933  0.03149 -0.25708
   0.86327  0.03511 -0.25752
   0.84718  0.03864 -0.25795
   0.83106  0.04208 -0.25839
   0.81492  0.04544 -0.25887
   0.79875  0.04870 -0.25940
   0.78258  0.05188 -0.26001
   0.76638  0.05496 -0.26072
   0.75017  0.05796 -0.26155
   0.73395  0.06086 -0.26253
   0.71772  0.06368 -0.26371
   0.70148  0.06640 -0.26514
   0.68523  0.06902 -0.26685
   0.66898  0.07155 -0.26892
   0.65272  0.07398 -0.27141
   0.63645  0.07632 -0.27443
   0.62019  0.07855 -0.27807
   0.60392  0.08069 -0.28246
   0.58766  0.08272 -0.28775
   0.57140  0.08465 -0.29408
   0.55514  0.08647 -0.30161
   0.53889  0.08818 -0.31048
   0.52265  0.08978 -0.32074
   0.50642  0.09127 -0.33225
   0.49021  0.09264 -0.34511
   0.47402  0.09390 -0.35944
   0.45785  0.09503 -0.37518
   0.44172  0.09603 -0.39209
   0.42564  0.09690 -0.40991
   0.40965  0.09765 -0.42833
   0.39382  0.09824 -0.44721
   0.37817  0.09865 -0.46461
   0.36263  0.09885 -0.47993
   0.34716  0.09884 -0.49293
   0.33174  0.09863 -0.50338
   0.31639  0.09821 -0.51139
   0.30109  0.09757 -0.51674
   0.28586  0.09672 -0.51941
   0.27069  0.09564 -0.51951
   0.25561  0.09433 -0.51682
   0.24061  0.09280 -0.51136
   0.22571  0.09103 -0.50290
   0.21092  0.08902 -0.49155
   0.19626  0.08678 -0.47698
   0.18175  0.08429 -0.45891
   0.16741  0.08155 -0.43749
   0.15327  0.07856 -0.41206
   0.13937  0.07533 -0.38263
   0.12576  0.07185 -0.34864
   0.11254  0.06815 -0.30997
   0.09978  0.06426 -0.26619
   0.08762  0.06020 -0.21733
   0.07622  0.05606 -0.16329
   0.06572  0.05190 -0.10439
   0.05625  0.04782 -0.04135
   0.04786  0.04389  0.02491
   0.04055  0.04017  0.09400
   0.03423  0.03668  0.16524
   0.02879  0.03343  0.23814
   0.02411  0.03040  0.31211
   0.02008  0.02756  0.38819
   0.01660  0.02489  0.46537
   0.01357  0.02236  0.54439
   0.01095  0.01995  0.62380
   0.00867  0.01764  0.70343
   0.00671  0.01541  0.78166
   0.00502  0.01324  0.85523
   0.00360  0.01113  0.92044
   0.00242  0.00906  0.97082
   0.00148  0.00703  0.99789
   0.00077  0.00504  0.99142
   0.00029  0.00309  0.94210
   0.00004  0.00120  0.84224
   0.00001 -0.00064  0.69154
   0.00020 -0.00249  0.48267
   0.00065 -0.00436  0.22599
   0.00137 -0.00623 -0.05019
   0.00239 -0.00805 -0.31436
   0.00369 -0.00980 -0.53298
   0.00527 -0.01148 -0.69588
   0.00712 -0.01307 -0.80811
   0.00925 -0.01459 -0.87754
   0.01167 -0.01603 -0.91293
   0.01438 -0.01741 -0.92419
   0.01744 -0.01873 -0.91825
   0.02087 -0.02000 -0.89927
   0.02476 -0.02123 -0.87159
   0.02916 -0.02242 -0.83765
   0.03419 -0.02357 -0.79822
   0.03998 -0.02467 -0.75525
   0.04667 -0.02572 -0.70937
   0.05445 -0.02670 -0.66109
   0.06345 -0.02758 -0.61154
   0.07377 -0.02833 -0.56196
   0.08543 -0.02891 -0.51352
   0.09832 -0.02929 -0.46774
   0.11223 -0.02947 -0.42574
   0.12696 -0.02945 -0.38818
   0.14228 -0.02924 -0.35520
   0.15806 -0.02887 -0.32650
   0.17418 -0.02837 -0.30153
   0.19056 -0.02776 -0.27982
   0.20714 -0.02707 -0.26096
   0.22389 -0.02630 -0.24447
   0.24078 -0.02549 -0.22993
   0.25777 -0.02465 -0.21697
   0.27484 -0.02379 -0.20528
