#    s        x        y     Ue/Vinf    Dstar     Theta      Cf       H
   0.00000  1.00000  0.00126  1.03903  0.056523  0.002401 -0.000238    23.544
   0.00630  0.99392  0.00292  1.03902  0.055656  0.002403 -0.000408    23.166
   0.01727  0.98333  0.00577  1.03899  0.054067  0.002407 -0.000407    22.466
   0.03004  0.97098  0.00904  1.03894  0.052180  0.002412 -0.000407    21.635
   0.04430  0.95718  0.01262  1.03888  0.050064  0.002418 -0.000407    20.706
   0.05958  0.94237  0.01638  1.03881  0.047800  0.002424 -0.000406    19.719
   0.07546  0.92696  0.02021  1.03875  0.045463  0.002430 -0.000406    18.707
   0.09164  0.91123  0.02403  1.03869  0.043105  0.002436 -0.000406    17.695
   0.10799  0.89533  0.02780  1.03864  0.040762  0.002441 -0.000407    16.698
   0.12441  0.87933  0.03149  1.03861  0.038448  0.002446 -0.000407    15.722
   0.14087  0.86327  0.03511  1.03861  0.036179  0.002449 -0.000408    14.774
   0.15734  0.84718  0.03864  1.03863  0.033959  0.002451 -0.000410    13.856
   0.17383  0.83106  0.04208  1.03870  0.031796  0.002452 -0.000412    12.969
   0.19032  0.81492  0.04544  1.03882  0.029694  0.002451 -0.000415    12.116
   0.20680  0.79875  0.04870  1.03900  0.027658  0.002448 -0.000418    11.298
   0.22329  0.78258  0.05188  1.03927  0.025690  0.002443 -0.000422    10.515
   0.23978  0.76638  0.05496  1.03963  0.023796  0.002436 -0.000428     9.768
   0.25626  0.75017  0.05796  1.04012  0.021978  0.002426 -0.000435     9.058
   0.27274  0.73395  0.06086  1.04076  0.020243  0.002414 -0.000444     8.387
   0.28921  0.71772  0.06368  1.04158  0.018592  0.002398 -0.000455     7.753
   0.30568  0.70148  0.06640  1.04264  0.017030  0.002379 -0.000469     7.160
   0.32214  0.68523  0.06902  1.04396  0.015559  0.002355 -0.000487     6.605
   0.33859  0.66898  0.07155  1.04562  0.014186  0.002328 -0.000508     6.093
   0.35503  0.65272  0.07398  1.04766  0.012910  0.002297 -0.000531     5.621
   0.37146  0.63645  0.07632  1.05017  0.011736  0.002260 -0.000539     5.192
   0.38788  0.62019  0.07855  1.05319  0.010665  0.002219 -0.000521     4.806
   0.40429  0.60392  0.08069  1.05677  0.009698  0.002173 -0.000447     4.462
   0.42068  0.58766  0.08272  1.06086  0.008830  0.002124 -0.000299     4.158
   0.43705  0.57140  0.08465  1.06542  0.008062  0.002071 -0.000072     3.893
   0.45341  0.55514  0.08647  1.07053  0.007387  0.002014  0.000229     3.668
   0.46975  0.53889  0.08818  1.07614  0.006799  0.001953  0.000584     3.480
   0.48606  0.52265  0.08978  1.08213  0.006288  0.001890  0.000978     3.327
   0.50236  0.50642  0.09127  1.08833  0.005847  0.001826  0.001392     3.201
   0.51863  0.49021  0.09264  1.09459  0.005463  0.001762  0.001814     3.100
   0.53487  0.47402  0.09390  1.10079  0.005125  0.001699  0.002239     3.016
   0.55108  0.45785  0.09503  1.10689  0.004821  0.001637  0.002676     2.945
   0.56725  0.44172  0.09603  1.11280  0.004543  0.001576  0.003128     2.883
   0.58335  0.42564  0.09690  1.11854  0.004280  0.001516  0.003619     2.824
   0.59935  0.40965  0.09765  1.12408  0.004025  0.001456  0.004183     2.765
   0.61519  0.39382  0.09824  1.12949  0.003760  0.001395  0.004913     2.695
   0.63085  0.37817  0.09865  1.13375  0.003534  0.001339  0.005610     2.640
   0.64639  0.36263  0.09885  1.13677  0.003342  0.001287  0.006252     2.597
   0.66187  0.34716  0.09884  1.13864  0.003172  0.001238  0.006865     2.561
   0.67728  0.33174  0.09863  1.13935  0.003020  0.001192  0.007450     2.533
   0.69264  0.31639  0.09821  1.13891  0.002881  0.001149  0.008014     2.508
   0.70795  0.30109  0.09757  1.13732  0.002753  0.001107  0.008566     2.487
   0.72321  0.28586  0.09672  1.13455  0.002633  0.001066  0.009101     2.469
   0.73841  0.27069  0.09564  1.13059  0.002520  0.001027  0.009640     2.453
   0.75355  0.25561  0.09433  1.12533  0.002413  0.000989  0.010160     2.440
   0.76863  0.24061  0.09280  1.11879  0.002310  0.000952  0.010687     2.427
   0.78363  0.22571  0.09103  1.11083  0.002211  0.000915  0.011219     2.416
   0.79855  0.21092  0.08902  1.10134  0.002115  0.000879  0.011742     2.406
   0.81339  0.19626  0.08678  1.09027  0.002021  0.000843  0.012288     2.396
   0.82811  0.18175  0.08429  1.07736  0.001929  0.000808  0.012814     2.388
   0.84271  0.16741  0.08155  1.06259  0.001837  0.000772  0.013395     2.379
   0.85717  0.15327  0.07856  1.04551  0.001748  0.000737  0.013932     2.373
   0.87144  0.13937  0.07533  1.02616  0.001657  0.000701  0.014537     2.365
   0.88548  0.12576  0.07185  1.00399  0.001568  0.000665  0.015134     2.358
   0.89921  0.11254  0.06815  0.97878  0.001478  0.000629  0.015741     2.352
   0.91255  0.09978  0.06426  0.95024  0.001388  0.000592  0.016390     2.345
   0.92536  0.08762  0.06020  0.91793  0.001299  0.000555  0.017025     2.339
   0.93750  0.07622  0.05606  0.88176  0.001210  0.000519  0.017656     2.332
   0.94879  0.06572  0.05190  0.84165  0.001124  0.000483  0.018280     2.325
   0.95911  0.05625  0.04782  0.79766  0.001041  0.000449  0.018827     2.318
   0.96837  0.04786  0.04389  0.75008  0.000961  0.000416  0.019311     2.310
   0.97657  0.04055  0.04017  0.69901  0.000888  0.000386  0.019617     2.303
   0.98379  0.03423  0.03668  0.64468  0.000820  0.000357  0.019754     2.295
   0.99012  0.02879  0.03343  0.58700  0.000757  0.000331  0.019594     2.288
   0.99570  0.02411  0.03040  0.52584  0.000699  0.000307  0.019141     2.280
   1.00063  0.02008  0.02756  0.46038  0.000645  0.000284  0.018332     2.271
   1.00502  0.01660  0.02489  0.38939  0.000596  0.000264  0.016960     2.259
   1.00896  0.01357  0.02236  0.31364  0.000552  0.000244  0.014677     2.264
   1.01253  0.01095  0.01995  0.23013  0.000506  0.000226  0.012085     2.234
   1.01577  0.00867  0.01764  0.13939  0.000476  0.000212  0.007660     2.250
   1.01874  0.00671  0.01541  0.03812  0.000414  0.000186  0.002453     2.230
   1.02149  0.00502  0.01324 -0.07419  0.000414  0.000186  0.004773     2.230
   1.02404  0.00360  0.01113 -0.19577  0.000370  0.000168  0.014329     2.211
   1.02642  0.00242  0.00906 -0.33389  0.000343  0.000155  0.026179     2.218
   1.02866  0.00148  0.00703 -0.48198  0.000324  0.000146  0.040265     2.212
   1.03077  0.00077  0.00504 -0.64215  0.000305  0.000138  0.057286     2.207
   1.03277  0.00029  0.00309 -0.80989  0.000292  0.000132  0.074999     2.212
   1.03468  0.00004  0.00120 -0.97800  0.000285  0.000129  0.092341     2.217
   1.03651  0.00001 -0.00064 -1.14236  0.000282  0.000127  0.108678     2.222
   1.03838  0.00020 -0.00249 -1.30473  0.000285  0.000127  0.121627     2.235
   1.04030  0.00065 -0.00436 -1.45438  0.000296  0.000131  0.127562     2.259
   1.04230  0.00137 -0.00623 -1.57622  0.000320  0.000139  0.123224     2.299
   1.04439  0.00239 -0.00805 -1.66322  0.000357  0.000152  0.111368     2.347
   1.04657  0.00369 -0.00980 -1.71410  0.000410  0.000170  0.093374     2.414
   1.04888  0.00527 -0.01148 -1.73361  0.000483  0.000193  0.073518     2.499
   1.05132  0.00712 -0.01307 -1.72977  0.000576  0.000221  0.054646     2.605
   1.05393  0.00925 -0.01459 -1.71014  0.000697  0.000254  0.037935     2.741
   1.05675  0.01167 -0.01603 -1.68112  0.000851  0.000292  0.023923     2.919
   1.05979  0.01438 -0.01741 -1.64777  0.001055  0.000333  0.012494     3.167
   1.06312  0.01744 -0.01873 -1.61482  0.001320  0.000376  0.004090     3.509
   1.06679  0.02087 -0.02000 -1.58568  0.001667  0.000418 -0.001203     3.983
   1.07086  0.02476 -0.02123 -1.56142  0.002112  0.000459 -0.003437     4.602
   1.07542  0.02916 -0.02242 -1.54225  0.002675  0.000497 -0.003621     5.384
