#    s        x        y     Ue/Vinf    Dstar     Theta      Cf       H
   0.00000  1.00000  0.00126  1.02649  0.046744  0.002554 -0.000232    18.300
   0.00630  0.99392  0.00292  1.02648  0.045933  0.002556 -0.000383    17.973
   0.01727  0.98333  0.00577  1.02646  0.044444  0.002559 -0.000383    17.369
   0.03004  0.97098  0.00904  1.02643  0.042683  0.002563 -0.000383    16.656
   0.04430  0.95718  0.01262  1.02640  0.040720  0.002567 -0.000383    15.866
   0.05958  0.94237  0.01638  1.02638  0.038634  0.002570 -0.000384    15.031
   0.07546  0.92696  0.02021  1.02637  0.036496  0.002573 -0.000385    14.182
   0.09164  0.91123  0.02403  1.02640  0.034356  0.002575 -0.000387    13.340
   0.10799  0.89533  0.02780  1.02646  0.032246  0.002576 -0.000389    12.517
   0.12441  0.87933  0.03149  1.02656  0.030179  0.002575 -0.000391    11.718
   0.14087  0.86327  0.03511  1.02673  0.028173  0.002573 -0.000394    10.950
   0.15734  0.84718  0.03864  1.02698  0.026229  0.002568 -0.000398    10.213
   0.17383  0.83106  0.04208  1.02731  0.024356  0.002561 -0.000404     9.509
   0.19032  0.81492  0.04544  1.02777  0.022556  0.002552 -0.000410     8.839
   0.20680  0.79875  0.04870  1.02836  0.020837  0.002540 -0.000418     8.204
   0.22329  0.78258  0.05188  1.02912  0.019198  0.002524 -0.000429     7.605
   0.23978  0.76638  0.05496  1.03009  0.017647  0.002506 -0.000442     7.042
   0.25626  0.75017  0.05796  1.03130  0.016184  0.002484 -0.000458     6.516
   0.27274  0.73395  0.06086  1.03280  0.014816  0.002457 -0.000478     6.029
   0.28921  0.71772  0.06368  1.03466  0.013542  0.002427 -0.000497     5.580
   0.30568  0.70148  0.06640  1.03691  0.012367  0.002392 -0.000503     5.170
   0.32214  0.68523  0.06902  1.03961  0.011291  0.002353 -0.000484     4.799
   0.33859  0.66898  0.07155  1.04279  0.010314  0.002309 -0.000416     4.467
   0.35503  0.65272  0.07398  1.04641  0.009435  0.002262 -0.000286     4.172
   0.37146  0.63645  0.07632  1.05043  0.008652  0.002211 -0.000085     3.912
   0.38788  0.62019  0.07855  1.05491  0.007959  0.002157  0.000179     3.690
   0.40429  0.60392  0.08069  1.05984  0.007354  0.002099  0.000492     3.503
   0.42068  0.58766  0.08272  1.06512  0.006825  0.002039  0.000841     3.348
   0.43705  0.57140  0.08465  1.07060  0.006369  0.001977  0.001206     3.222
   0.45341  0.55514  0.08647  1.07614  0.005972  0.001915  0.001578     3.118
