NACA 4412                                       
 Alfa =   4.45000 Re =    60000.000 Xflap,Yflap =     0.000000    0.000000
#    x        y        Cp  
   1.00000  0.00126 -0.35046
   0.99392  0.00292 -0.35200
   0.98333  0.00577 -0.35463
   0.97098  0.00904 -0.35720
   0.95718  0.01262 -0.35935
   0.94237  0.01638 -0.36077
   0.92696  0.02021 -0.36119
   0.91123  0.02403 -0.36061
   0.89533  0.02780 -0.35922
   0.87933  0.03149 -0.35746
   0.86327  0.03511 -0.35597
   0.84718  0.03864 -0.35572
   0.83106  0.04208 -0.35808
   0.81492  0.04544 -0.36485
   0.79875  0.04870 -0.37845
   0.78258  0.05188 -0.40187
   0.76638  0.05496 -0.43884
   0.75017  0.05796 -0.54546
   0.73395  0.06086 -0.67418
   0.71772  0.06368 -0.74490
   0.70148  0.06640 -0.74800
   0.68523  0.06902 -0.75090
   0.66898  0.07155 -0.75381
   0.65272  0.07398 -0.75656
   0.63645  0.07632 -0.75922
   0.62019  0.07855 -0.76185
   0.60392  0.08069 -0.76450
   0.58766  0.08272 -0.76722
   0.57140  0.08465 -0.77007
   0.55514  0.08647 -0.77311
   0.53889  0.08818 -0.77641
   0.52265  0.08978 -0.78006
   0.50642  0.09127 -0.78415
   0.49021  0.09264 -0.78882
   0.47402  0.09390 -0.79422
   0.45785  0.09503 -0.80054
   0.44172  0.09603 -0.80805
   0.42564  0.09690 -0.81707
   0.40965  0.09765 -0.82797
   0.39382  0.09824 -0.84113
   0.37817  0.09865 -0.85682
   0.36263  0.09885 -0.87473
   0.34716  0.09884 -0.89530
   0.33174  0.09863 -0.91848
   0.31639  0.09821 -0.94349
   0.30109  0.09757 -0.96935
   0.28586  0.09672 -0.99508
   0.27069  0.09564 -1.01996
   0.25561  0.09433 -1.04340
   0.24061  0.09280 -1.06516
   0.22571  0.09103 -1.08488
   0.21092  0.08902 -1.10268
   0.19626  0.08678 -1.11854
   0.18175  0.08429 -1.13230
   0.16741  0.08155 -1.14426
   0.15327  0.07856 -1.15419
   0.13937  0.07533 -1.16252
   0.12576  0.07185 -1.16903
   0.11254  0.06815 -1.17381
   0.09978  0.06426 -1.17745
   0.08762  0.06020 -1.17946
   0.07622  0.05606 -1.18024
   0.06572  0.05190 -1.17992
   0.05625  0.04782 -1.17830
   0.04786  0.04389 -1.17535
   0.04055  0.04017 -1.17095
   0.03423  0.03668 -1.16444
   0.02879  0.03343 -1.15554
   0.02411  0.03040 -1.14378
   0.02008  0.02756 -1.12713
   0.01660  0.02489 -1.10564
   0.01357  0.02236 -1.07673
   0.01095  0.01995 -1.03924
   0.00867  0.01764 -0.99023
   0.00671  0.01541 -0.92702
   0.00502  0.01324 -0.84571
   0.00360  0.01113 -0.74316
   0.00242  0.00906 -0.61379
   0.00148  0.00703 -0.45573
   0.00077  0.00504 -0.26843
   0.00029  0.00309 -0.05608
   0.00004  0.00120  0.16774
   0.00001 -0.00064  0.38627
   0.00020 -0.00249  0.59857
   0.00065 -0.00436  0.77949
   0.00137 -0.00623  0.91377
   0.00239 -0.00805  0.98451
   0.00369 -0.00980  0.99890
   0.00527 -0.01148  0.96946
   0.00712 -0.01307  0.91136
   0.00925 -0.01459  0.84219
   0.01167 -0.01603  0.76736
   0.01438 -0.01741  0.69485
   0.01744 -0.01873  0.62592
   0.02087 -0.02000  0.56240
   0.02476 -0.02123  0.50408
   0.02916 -0.02242  0.45135
   0.03419 -0.02357  0.40413
   0.03998 -0.02467  0.36160
   0.04667 -0.02572  0.32395
   0.05445 -0.02670  0.29108
   0.06345 -0.02758  0.26308
   0.07377 -0.02833  0.23967
   0.08543 -0.02891  0.22093
   0.09832 -0.02929  0.20669
   0.11223 -0.02947  0.19627
   0.12696 -0.02945  0.18922
   0.14228 -0.02924  0.18470
   0.15806 -0.02887  0.18205
   0.17418 -0.02837  0.18100
   0.19056 -0.02776  0.18085
   0.20714 -0.02707  0.18140
   0.22389 -0.02630  0.18248
   0.24078 -0.02549  0.18377
   0.25777 -0.02465  0.18523
   0.27484 -0.02379  0.18658
   0.29194 -0.02292  0.18771
   0.30901 -0.02207  0.18869
   0.32603 -0.02124  0.18926
   0.34301 -0.02043  0.18931
   0.35994 -0.01967  0.18881
   0.37686 -0.01894  0.18751
   0.39378 -0.01827  0.18513
   0.41076 -0.01762  0.18145
   0.42781 -0.01697  0.17833
   0.44491 -0.01629  0.17574
   0.46204 -0.01560  0.17368
   0.47921 -0.01490  0.17188
   0.49639 -0.01420  0.17040
   0.51357 -0.01350  0.16938
   0.53074 -0.01280  0.16842
   0.54790 -0.01211  0.16756
   0.56503 -0.01143  0.16678
   0.58215 -0.01076  0.16612
   0.59926 -0.01011  0.16543
   0.61635 -0.00947  0.16475
   0.63342 -0.00885  0.16392
   0.65049 -0.00825  0.16309
   0.66755 -0.00768  0.16207
   0.68459 -0.00712  0.16101
   0.70164 -0.00659  0.15982
   0.71867 -0.00608  0.15854
   0.73570 -0.00560  0.15709
   0.75273 -0.00514  0.15538
   0.76976 -0.00471  0.15353
   0.78678 -0.00431  0.15155
   0.80381 -0.00393  0.14933
   0.82084 -0.00357  0.14678
   0.83786 -0.00324  0.14410
   0.85489 -0.00294  0.14102
   0.87190 -0.00266  0.13768
   0.88889 -0.00241  0.13392
   0.90581 -0.00218  0.12952
   0.92258 -0.00197  0.12472
   0.93902 -0.00179  0.11938
   0.95483 -0.00163  0.11333
   0.96953 -0.00150  0.10680
   0.98258 -0.00139  0.09941
   0.99368 -0.00131  0.09200
   1.00000 -0.00126  0.08216
