#    s        x        y     Ue/Vinf    Dstar     Theta      Cf       H
   0.00000  1.00000  0.00126  1.01514  0.051513  0.008443 -0.000136     6.101
   0.00630  0.99392  0.00292  1.01960  0.050875  0.008146 -0.000140     6.245
   0.01727  0.98333  0.00577  1.02772  0.049704  0.007622 -0.000149     6.521
   0.03004  0.97098  0.00904  1.03785  0.048377  0.006999 -0.000160     6.912
   0.04430  0.95718  0.01262  1.05016  0.046946  0.006281 -0.000177     7.475
   0.05958  0.94237  0.01638  1.06492  0.045453  0.005472 -0.000201     8.306
   0.07546  0.92696  0.02021  1.08218  0.043924  0.004591 -0.000237     9.567
   0.09164  0.91123  0.02403  1.10264  0.042330  0.003626 -0.000267    11.674
   0.10799  0.89533  0.02780  1.12832  0.040563  0.002516 -0.000280    16.120
   0.12441  0.87933  0.03149  1.13237  0.039286  0.002358 -0.000459    16.658
   0.14087  0.86327  0.03511  1.13262  0.037964  0.002352 -0.000461    16.141
   0.15734  0.84718  0.03864  1.13284  0.036539  0.002347 -0.000463    15.571
   0.17383  0.83106  0.04208  1.13307  0.035047  0.002342 -0.000466    14.968
   0.19032  0.81492  0.04544  1.13330  0.033512  0.002337 -0.000468    14.342
   0.20680  0.79875  0.04870  1.13354  0.031952  0.002332 -0.000471    13.704
   0.22329  0.78258  0.05188  1.13381  0.030376  0.002326 -0.000474    13.059
   0.23978  0.76638  0.05496  1.13411  0.028797  0.002320 -0.000477    12.412
   0.25626  0.75017  0.05796  1.13446  0.027223  0.002313 -0.000481    11.768
   0.27274  0.73395  0.06086  1.13486  0.025662  0.002305 -0.000486    11.132
   0.28921  0.71772  0.06368  1.13533  0.024122  0.002296 -0.000491    10.505
   0.30568  0.70148  0.06640  1.13589  0.022607  0.002286 -0.000497     9.892
   0.32214  0.68523  0.06902  1.13656  0.021125  0.002273 -0.000505     9.293
   0.33859  0.66898  0.07155  1.13736  0.019682  0.002259 -0.000514     8.713
   0.35503  0.65272  0.07398  1.13832  0.018281  0.002242 -0.000525     8.153
   0.37146  0.63645  0.07632  1.13948  0.016930  0.002223 -0.000539     7.615
   0.38788  0.62019  0.07855  1.14087  0.015632  0.002202 -0.000556     7.101
   0.40429  0.60392  0.08069  1.14254  0.014395  0.002177 -0.000576     6.613
   0.42068  0.58766  0.08272  1.14455  0.013219  0.002149 -0.000601     6.153
   0.43705  0.57140  0.08465  1.14696  0.012114  0.002117 -0.000628     5.723
   0.45341  0.55514  0.08647  1.14984  0.011079  0.002081 -0.000644     5.324
   0.46975  0.53889  0.08818  1.15327  0.010118  0.002041 -0.000641     4.957
   0.48606  0.52265  0.08978  1.15729  0.009233  0.001997 -0.000592     4.623
   0.50236  0.50642  0.09127  1.16193  0.008426  0.001949 -0.000474     4.322
   0.51863  0.49021  0.09264  1.16713  0.007692  0.001899 -0.000269     4.051
   0.53487  0.47402  0.09390  1.17291  0.007032  0.001844  0.000028     3.812
   0.55108  0.45785  0.09503  1.17935  0.006435  0.001786  0.000418     3.602
   0.56725  0.44172  0.09603  1.18640  0.005901  0.001725  0.000892     3.421
   0.58335  0.42564  0.09690  1.19395  0.005417  0.001661  0.001455     3.261
   0.59935  0.40965  0.09765  1.20186  0.004974  0.001595  0.002119     3.118
   0.61519  0.39382  0.09824  1.21003  0.004554  0.001528  0.002937     2.979
   0.63085  0.37817  0.09865  1.21771  0.004204  0.001464  0.003758     2.871
   0.64639  0.36263  0.09885  1.22457  0.003914  0.001404  0.004546     2.788
   0.66187  0.34716  0.09884  1.23050  0.003667  0.001347  0.005301     2.723
   0.67728  0.33174  0.09863  1.23542  0.003454  0.001293  0.006024     2.671
   0.69264  0.31639  0.09821  1.23931  0.003267  0.001243  0.006720     2.629
   0.70795  0.30109  0.09757  1.24216  0.003098  0.001195  0.007398     2.593
   0.72321  0.28586  0.09672  1.24390  0.002947  0.001149  0.008046     2.564
   0.73841  0.27069  0.09564  1.24460  0.002807  0.001105  0.008690     2.539
   0.75355  0.25561  0.09433  1.24417  0.002677  0.001063  0.009318     2.518
   0.76863  0.24061  0.09280  1.24266  0.002554  0.001022  0.009955     2.500
   0.78363  0.22571  0.09103  1.23994  0.002438  0.000982  0.010584     2.484
   0.79855  0.21092  0.08902  1.23600  0.002327  0.000942  0.011209     2.470
   0.81339  0.19626  0.08678  1.23084  0.002219  0.000903  0.011874     2.457
   0.82811  0.18175  0.08429  1.22421  0.002116  0.000865  0.012524     2.446
   0.84271  0.16741  0.08155  1.21616  0.002013  0.000827  0.013214     2.436
   0.85717  0.15327  0.07856  1.20646  0.001913  0.000788  0.013919     2.427
   0.87144  0.13937  0.07533  1.19503  0.001814  0.000750  0.014670     2.418
   0.88548  0.12576  0.07185  1.18161  0.001716  0.000712  0.015451     2.411
   0.89921  0.11254  0.06815  1.16609  0.001617  0.000673  0.016301     2.403
   0.91255  0.09978  0.06426  1.14817  0.001519  0.000634  0.017212     2.396
   0.92536  0.08762  0.06020  1.12765  0.001422  0.000595  0.018162     2.390
   0.93750  0.07622  0.05606  1.10453  0.001326  0.000556  0.019217     2.383
   0.94879  0.06572  0.05190  1.07866  0.001233  0.000519  0.020308     2.377
   0.95911  0.05625  0.04782  1.05025  0.001142  0.000482  0.021502     2.369
   0.96837  0.04786  0.04389  1.01921  0.001055  0.000447  0.022773     2.361
   0.97657  0.04055  0.04017  0.98562  0.000976  0.000415  0.023935     2.355
   0.98379  0.03423  0.03668  0.94992  0.000901  0.000384  0.025216     2.346
   0.99012  0.02879  0.03343  0.91155  0.000832  0.000356  0.026417     2.338
   0.99570  0.02411  0.03040  0.87047  0.000769  0.000330  0.027476     2.331
   1.00063  0.02008  0.02756  0.82627  0.000708  0.000305  0.028619     2.320
   1.00502  0.01660  0.02489  0.77769  0.000653  0.000283  0.029482     2.310
   1.00896  0.01357  0.02236  0.72458  0.000603  0.000262  0.029900     2.304
   1.01253  0.01095  0.01995  0.66604  0.000554  0.000242  0.030324     2.290
   1.01577  0.00867  0.01764  0.60008  0.000511  0.000224  0.029840     2.282
   1.01874  0.00671  0.01541  0.52643  0.000470  0.000207  0.028699     2.272
   1.02149  0.00502  0.01324  0.44356  0.000432  0.000191  0.026456     2.266
   1.02404  0.00360  0.01113  0.34818  0.000397  0.000177  0.023083     2.244
