#    s        x        y     Ue/Vinf    Dstar     Theta      Cf       H
   0.00000  1.00000  0.00126  1.02307  0.052762  0.007158 -0.000152     7.371
   0.00630  0.99392  0.00292  1.02781  0.052081  0.006851 -0.000158     7.602
   0.01727  0.98333  0.00577  1.03652  0.050829  0.006306 -0.000171     8.060
   0.03004  0.97098  0.00904  1.04762  0.049388  0.005646 -0.000189     8.748
   0.04430  0.95718  0.01262  1.06130  0.047800  0.004879 -0.000218     9.797
   0.05958  0.94237  0.01638  1.07796  0.046092  0.004008 -0.000256    11.501
   0.07546  0.92696  0.02021  1.09869  0.044229  0.003007 -0.000266    14.707
   0.09164  0.91123  0.02403  1.11293  0.042503  0.002382 -0.000445    17.846
   0.10799  0.89533  0.02780  1.11311  0.041073  0.002377 -0.000447    17.280
   0.12441  0.87933  0.03149  1.11327  0.039523  0.002373 -0.000448    16.652
   0.14087  0.86327  0.03511  1.11343  0.037903  0.002370 -0.000450    15.991
   0.15734  0.84718  0.03864  1.11358  0.036239  0.002367 -0.000452    15.307
   0.17383  0.83106  0.04208  1.11375  0.034550  0.002364 -0.000454    14.612
   0.19032  0.81492  0.04544  1.11393  0.032850  0.002361 -0.000456    13.913
   0.20680  0.79875  0.04870  1.11414  0.031151  0.002357 -0.000459    13.215
   0.22329  0.78258  0.05188  1.11439  0.029458  0.002352 -0.000462    12.522
   0.23978  0.76638  0.05496  1.11468  0.027782  0.002347 -0.000466    11.838
   0.25626  0.75017  0.05796  1.11503  0.026130  0.002340 -0.000470    11.167
   0.27274  0.73395  0.06086  1.11546  0.024508  0.002332 -0.000475    10.511
   0.28921  0.71772  0.06368  1.11597  0.022921  0.002322 -0.000481     9.872
   0.30568  0.70148  0.06640  1.11659  0.021376  0.002310 -0.000489     9.253
   0.32214  0.68523  0.06902  1.11735  0.019875  0.002296 -0.000498     8.656
   0.33859  0.66898  0.07155  1.11827  0.018429  0.002280 -0.000509     8.083
   0.35503  0.65272  0.07398  1.11939  0.017036  0.002261 -0.000522     7.535
   0.37146  0.63645  0.07632  1.12075  0.015706  0.002239 -0.000539     7.014
   0.38788  0.62019  0.07855  1.12240  0.014441  0.002214 -0.000559     6.522
   0.40429  0.60392  0.08069  1.12439  0.013248  0.002186 -0.000584     6.062
   0.42068  0.58766  0.08272  1.12678  0.012127  0.002153 -0.000609     5.632
   0.43705  0.57140  0.08465  1.12965  0.011086  0.002117 -0.000621     5.237
   0.45341  0.55514  0.08647  1.13306  0.010124  0.002076 -0.000609     4.876
   0.46975  0.53889  0.08818  1.13705  0.009242  0.002031 -0.000548     4.550
   0.48606  0.52265  0.08978  1.14162  0.008441  0.001983 -0.000417     4.257
   0.50236  0.50642  0.09127  1.14671  0.007718  0.001932 -0.000202     3.996
   0.51863  0.49021  0.09264  1.15238  0.007071  0.001877  0.000095     3.768
   0.53487  0.47402  0.09390  1.15864  0.006495  0.001818  0.000467     3.572
   0.55108  0.45785  0.09503  1.16544  0.005979  0.001757  0.000909     3.403
   0.56725  0.44172  0.09603  1.17265  0.005518  0.001693  0.001410     3.259
   0.58335  0.42564  0.09690  1.18015  0.005099  0.001628  0.001981     3.131
   0.59935  0.40965  0.09765  1.18780  0.004711  0.001563  0.002636     3.014
   0.61519  0.39382  0.09824  1.19556  0.004337  0.001497  0.003445     2.898
   0.63085  0.37817  0.09865  1.20260  0.004024  0.001434  0.004241     2.806
   0.64639  0.36263  0.09885  1.20868  0.003763  0.001376  0.004996     2.735
   0.66187  0.34716  0.09884  1.21376  0.003539  0.001321  0.005717     2.680
   0.67728  0.33174  0.09863  1.21778  0.003344  0.001269  0.006408     2.634
   0.69264  0.31639  0.09821  1.22075  0.003170  0.001221  0.007075     2.597
   0.70795  0.30109  0.09757  1.22263  0.003014  0.001174  0.007716     2.566
   0.72321  0.28586  0.09672  1.22341  0.002871  0.001130  0.008338     2.541
   0.73841  0.27069  0.09564  1.22315  0.002737  0.001087  0.008964     2.518
   0.75355  0.25561  0.09433  1.22170  0.002614  0.001046  0.009567     2.499
   0.76863  0.24061  0.09280  1.21914  0.002496  0.001006  0.010182     2.482
   0.78363  0.22571  0.09103  1.21532  0.002385  0.000966  0.010787     2.468
   0.79855  0.21092  0.08902  1.21025  0.002277  0.000928  0.011399     2.455
   0.81339  0.19626  0.08678  1.20387  0.002173  0.000890  0.012039     2.442
   0.82811  0.18175  0.08429  1.19594  0.002072  0.000852  0.012663     2.433
